Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,SPRING_temp,SUMMER_temp,SUMMER_before_temp
14,Papilio machaon,Norfolk,UA,5,1919,female,40.342,576.193,5.155,13.213,7.687223434448242,14.485177040100098,15.039061546325684
19,Papilio machaon,Norfolk,UA,5,1919,male,39.693,533.91,3.972,14.889,7.687223434448242,14.485177040100098,15.039061546325684
26,Papilio machaon,Norfolk,UA,5,1919,female,42.29,596.892,5.863,12.435,7.687223434448242,14.485177040100098,15.039061546325684
30,Papilio machaon,Norfolk,UA,5,1919,male,38.005,507.55,4.077,13.949,7.687223434448242,14.485177040100098,15.039061546325684
50,Papilio machaon,Cambridgeshire,VC,6,1921,male,36.708,455.89,4.824,11.875,9.276612281799316,16.53974151611328,14.303464889526367
51,Papilio machaon,Cambridgeshire,VC,6,1921,female,40.66,548.896,4.67,11.845,9.276612281799316,16.53974151611328,14.303464889526367
49,Papilio machaon,Cambridgeshire,VC,5,1927,male,36.699,417.823,3.907,10.134,8.974750518798828,14.870174407958984,15.672839164733888
58,Papilio machaon,Norfolk,UA,6,1928,female,42.543,581.347,6.38,11.671,8.021295547485352,15.527928352355955,14.873336791992188
46,Papilio machaon,Cambridgeshire,VC,6,1930,male,37.217,443.357,4.304,10.96,8.192893028259277,15.80917263031006,15.29770851135254
48,Papilio machaon,Cambridgeshire,VC,6,1930,male,37.474,489.106,4.611,11.051,8.192893028259277,15.80917263031006,15.29770851135254
47,Papilio machaon,Cambridgeshire,VC,6,1931,male,38.096,484.784,4.06,11.294,7.865628242492676,15.084476470947266,15.80917263031006
53,Papilio machaon,Cambridgeshire,VC,7,1934,male,38.749,506.582,3.938,12.949,8.261018753051758,16.26757049560547,17.209312438964844
57,Papilio machaon,Norfolk,UA,7,1935,male,40.538,555.731,3.938,13.37,7.93942403793335,16.749433517456055,15.958233833312988
42,Papilio machaon,Cambridgeshire,VC,5,1940,male,39.943,531.922,3.499,13.011,9.045126914978027,15.806547164916992,15.55524730682373
43,Papilio machaon,Cambridgeshire,VC,5,1940,male,36.738,481.967,4.152,12.974,9.045126914978027,15.806547164916992,15.55524730682373
44,Papilio machaon,Cambridgeshire,VC,5,1940,male,35.887,454.277,3.511,11.585,9.045126914978027,15.806547164916992,15.55524730682373
74,Papilio machaon,Kent,UA,7,1945,male,37.78,501.729,4.061,11.694,10.294551849365234,16.141164779663086,16.247146606445313
73,Papilio machaon,Norfolk,UA,5,1948,female,38.759,510.872,5.129,11.996,9.281042098999023,14.831221580505373,17.507394790649414
52,Papilio machaon,Norfolk,UA,6,1956,female,38.675,537.414,5.861,10.747,7.816429615020752,14.13486099243164,15.77892017364502
54,Papilio machaon,Norfolk,UA,7,1956,female,41.667,556.441,4.823,11.264,7.816429615020752,14.13486099243164,15.77892017364502
75,Papilio machaon,Hampshire,UA,5,1965,male,35.265,420.851,4.449,12.906,8.349486351013184,14.505208969116213,15.586627960205078
77,Papilio machaon,Hampshire,UA,6,1965,male,36.537,449.887,4.599,12.509,8.349486351013184,14.505208969116213,15.586627960205078
80,Papilio machaon,Hampshire,UA,6,1965,male,31.244,354.526,3.904,10.628,8.349486351013184,14.505208969116213,15.586627960205078
71,Papilio machaon,Norfolk,UA,5,1966,male,35.839,443.132,3.758,12.496,8.132792472839355,15.016005516052246,14.28062915802002
76,Papilio machaon,Hampshire,UA,5,1966,female,40.725,585.456,5.575,14.495,8.577176094055176,15.213376998901367,14.505208969116213
78,Papilio machaon,Hampshire,UA,6,1966,male,35.83,431.815,4.147,12.788,8.577176094055176,15.213376998901367,14.505208969116213
79,Papilio machaon,Hampshire,UA,6,1966,male,37.407,456.319,4.146,12.754,8.577176094055176,15.213376998901367,14.505208969116213
70,Papilio machaon,Norfolk,UA,5,1970,female,40.861,568.285,4.732,12.671,7.414954662322998,15.802499771118164,15.617810249328612
68,Papilio machaon,Norfolk,UA,5,1972,male,32.982,372.19,2.992,11.325,8.456611633300781,14.359090805053713,15.183499336242676
45,Papilio machaon,Norfolk,UA,6,1976,female,40.443,573.41,5.343,12.529,8.108453750610352,17.49650001525879,16.649179458618164
55,Papilio machaon,Norfolk,UA,5,1977,female,40.623,584.559,5.772,12.616,8.056957244873047,14.45172882080078,17.49650001525879
59,Papilio machaon,Norfolk,UA,5,1977,male,38.519,512.233,3.336,12.401,8.056957244873047,14.45172882080078,17.49650001525879
61,Papilio machaon,Norfolk,UA,8,1982,female,40.48,565.437,4.152,13.204,8.443312644958496,16.046653747558594,15.20090103149414
63,Papilio machaon,Norfolk,UA,6,1982,female,40.678,560.792,5.372,13.067,8.443312644958496,16.046653747558594,15.20090103149414
69,Papilio machaon,Norfolk,UA,8,1990,female,39.188,551.155,4.152,11.418,9.651820182800291,16.349699020385742,16.364845275878906
45,Gonepteryx rhamni,Kent,UA,8,1886,male,29.688,334.326,2.503,9.921,7.486794471740723,15.220019340515137,15.23418426513672
46,Gonepteryx rhamni,Middlesex,VC,10,1887,male,27.982,309.692,3.266,11.691,6.88263463973999,16.863130569458008,15.876441955566406
12,Pieris brassicae,Dorset,VC,5,1887,male,30.338,349.505,2.233,12.608,6.6891889572143555,15.99232292175293,15.45327091217041
13,Pieris brassicae,Dorset,VC,5,1887,male,31.63,347.975,2.016,12.398,6.6891889572143555,15.99232292175293,15.45327091217041
14,Pieris brassicae,Dorset,VC,5,1887,male,30.279,328.804,2.687,11.478,6.6891889572143555,15.99232292175293,15.45327091217041
15,Pieris brassicae,Dorset,VC,5,1887,female,30.864,348.801,2.571,10.413,6.6891889572143555,15.99232292175293,15.45327091217041
16,Pieris brassicae,Dorset,VC,5,1887,female,31.781,379.354,2.718,10.411,6.6891889572143555,15.99232292175293,15.45327091217041
17,Pieris brassicae,Dorset,VC,5,1887,female,32.079,374.85,3.217,10.603,6.6891889572143555,15.99232292175293,15.45327091217041
75,Leptidea sinapis,Dorset,VC,6,1887,female,19.592,141.639,1.208,9.283,6.6891889572143555,15.99232292175293,15.45327091217041
88,Leptidea sinapis,Hampshire,UA,6,1887,male,18.005,111.822,1.027,9.184,6.687431812286377,16.288959503173828,15.596312522888184
28,Pieris brassicae,Hampshire,UA,8,1888,female,34.415,456.708,2.961,11.691,6.728203296661377,14.09487247467041,16.288959503173828
85,Leptidea sinapis,Hampshire,UA,6,1888,female,18.888,124.433,1.143,9.301,6.728203296661377,14.09487247467041,16.288959503173828
86,Leptidea sinapis,Hampshire,UA,6,1888,male,21.124,151.709,1.142,9.571,6.728203296661377,14.09487247467041,16.288959503173828
87,Leptidea sinapis,Hampshire,UA,6,1888,male,19.202,122.132,0.911,10.396,6.728203296661377,14.09487247467041,16.288959503173828
30,Pieris brassicae,Hampshire,UA,8,1890,female,32.838,406.006,2.87,10.776,8.570455551147461,14.694035530090332,15.527140617370604
28,Anthocharis cardamines,Cumberland,VC,6,1890,male,20.446,152.598,1.701,11.001,6.644123554229736,11.786234855651855,12.786191940307615
29,Anthocharis cardamines,Cumberland,VC,6,1890,male,17.765,116.191,1.226,9.824,6.644123554229736,11.786234855651855,12.786191940307615
47,Gonepteryx rhamni,Northamptonshire,VC,8,1891,male,26.862,276.115,3.206,9.927,6.281347274780273,14.280133247375488,14.271924018859863
29,Pieris brassicae,Hampshire,UA,8,1891,female,30.306,350.678,3.449,10.319,6.9252543449401855,14.994415283203123,14.694035530090332
31,Pieris brassicae,Hampshire,UA,7,1891,female,35.233,475.071,3.848,13.038,6.9252543449401855,14.994415283203123,14.694035530090332
6,Pieris brassicae,Devon,UA,8,1892,female,34.691,477.359,3.175,10.684,7.385383129119873,14.183951377868652,14.378156661987305
32,Pieris brassicae,Oxfordshire,VC,4,1893,male,30.111,338.66,3.236,10.319,10.038125038146973,16.332704544067383,14.02683448791504
33,Pieris brassicae,Oxfordshire,VC,4,1893,female,30.691,347.093,2.992,12.67,10.038125038146973,16.332704544067383,14.02683448791504
78,Pieris brassicae,Middlesex,VC,5,1893,female,28.748,290.323,2.739,9.587,10.611058235168455,17.194408416748047,15.111989974975586
13,Anthocharis cardamines,Surrey,VC,5,1893,female,22.557,192.59,2.867,9.546,10.240639686584473,16.65899085998535,14.611889839172363
26,Anthocharis cardamines,North-east Yorkshire,VC,6,1893,male,20.06,150.813,1.793,9.878,8.076476097106934,14.71261215209961,12.573854446411133
27,Anthocharis cardamines,North-east Yorkshire,VC,6,1893,female,22.111,169.701,1.812,8.049,8.076476097106934,14.71261215209961,12.573854446411133
8,Leptidea sinapis,Devon,UA,7,1893,male,18.918,122.792,0.964,9.31,10.56989574432373,16.085708618164063,14.183951377868652
9,Leptidea sinapis,Devon,UA,7,1893,female,20.067,149.957,1.089,9.162,10.56989574432373,16.085708618164063,14.183951377868652
17,Leptidea sinapis,Devon,UA,7,1893,male,17.664,115.347,0.943,9.102,10.56989574432373,16.085708618164063,14.183951377868652
49,Leptidea sinapis,Hampshire,UA,5,1893,male,19.05,128.103,0.927,9.718,10.59658432006836,16.794788360595703,14.822750091552734
56,Leptidea sinapis,Hampshire,UA,5,1893,male,20.228,139.741,1.142,11.021,10.59658432006836,16.794788360595703,14.822750091552734
57,Leptidea sinapis,Hampshire,UA,4,1893,female,19.005,134.118,1.341,10.623,10.59658432006836,16.794788360595703,14.822750091552734
21,Gonepteryx rhamni,Warwickshire,VC,9,1896,male,27.781,297.952,2.91,10.438,8.942667961120605,15.45156192779541,15.188034057617188
22,Gonepteryx rhamni,Warwickshire,VC,10,1896,male,27.577,293.58,2.936,10.437,8.942667961120605,15.45156192779541,15.188034057617188
24,Gonepteryx rhamni,Oxfordshire,VC,5,1896,male,29.551,329.35,2.355,11.299,9.0524320602417,15.557350158691406,15.191654205322266
42,Anthocharis cardamines,Oxfordshire,VC,5,1896,female,22.235,185.878,2.635,9.022,9.0524320602417,15.557350158691406,15.191654205322266
43,Anthocharis cardamines,Oxfordshire,VC,5,1896,male,19.7,140.383,1.409,9.164,9.0524320602417,15.557350158691406,15.191654205322266
58,Leptidea sinapis,Hampshire,UA,5,1896,female,18.23,111.171,1.059,8.736,9.660608291625977,16.162948608398438,15.715401649475098
59,Leptidea sinapis,Hampshire,UA,7,1896,male,19.943,130.517,1.093,10.325,9.660608291625977,16.162948608398438,15.715401649475098
77,Leptidea sinapis,Devon,UA,7,1896,male,19.315,132.325,1.076,9.531,9.851263046264648,15.507904052734377,14.704875946044922
60,Gonepteryx rhamni,Gloucestershire,UA,4,1897,female,29.828,362.027,2.626,9.738,8.10589599609375,16.007476806640625,15.854695320129396
1,Pieris brassicae,Devon,UA,5,1897,male,29.325,288.516,2.718,10.41,8.32922077178955,15.827581405639648,15.507904052734377
36,Pieris brassicae,Berkshire,VC,8,1897,female,33.059,423.778,3.175,10.718,7.935165882110596,15.889257431030272,15.715693473815918
37,Pieris brassicae,Berkshire,VC,8,1897,female,32.976,405.878,2.718,12.149,7.935165882110596,15.889257431030272,15.715693473815918
44,Anthocharis cardamines,Oxfordshire,VC,5,1897,female,19.371,149.643,2.579,8.158,7.748081207275391,15.674430847167969,15.557350158691406
45,Anthocharis cardamines,Oxfordshire,VC,5,1897,female,19.707,153.075,2.507,7.738,7.748081207275391,15.674430847167969,15.557350158691406
21,Pieris brassicae,Isle of Wight,VC,8,1898,female,28.708,299.362,2.537,11.76,8.527290344238281,16.242359161376953,17.04230308532715
22,Pieris brassicae,Isle of Wight,VC,8,1898,female,26.428,267.592,2.474,10.257,8.527290344238281,16.242359161376953,17.04230308532715
23,Pieris brassicae,Isle of Wight,VC,8,1898,male,29.175,317.735,2.078,10.901,8.527290344238281,16.242359161376953,17.04230308532715
24,Pieris brassicae,Isle of Wight,VC,8,1898,male,28.658,304.154,2.444,12.699,8.527290344238281,16.242359161376953,17.04230308532715
25,Pieris brassicae,Isle of Wight,VC,8,1898,male,24.923,229.747,2.628,11.021,8.527290344238281,16.242359161376953,17.04230308532715
34,Pieris brassicae,Oxfordshire,VC,5,1898,male,30.146,335.283,2.595,11.63,7.286129474639893,14.988919258117676,15.674430847167969
46,Anthocharis cardamines,Oxfordshire,VC,6,1898,female,20.085,151.035,2.341,8.835,7.286129474639893,14.988919258117676,15.674430847167969
47,Anthocharis cardamines,Oxfordshire,VC,6,1898,female,21.383,161.305,1.959,7.758,7.286129474639893,14.988919258117676,15.674430847167969
80,Leptidea sinapis,Gloucestershire,UA,6,1898,male,19.985,133.632,1.142,10.143,7.433192729949951,15.277420043945313,16.007476806640625
19,Pieris brassicae,Dorset,VC,7,1899,female,32.207,398.297,3.083,11.634,8.109253883361816,16.967180252075195,15.547784805297852
25,Anthocharis cardamines,Essex,UA,6,1899,male,21.506,171.366,1.5,11.689,7.551832675933838,17.078474044799805,15.427083015441896
29,Gonepteryx rhamni,Surrey,VC,5,1900,female,29.336,330.173,2.741,8.186,7.636040687561035,16.329315185546875,17.634544372558594
48,Gonepteryx rhamni,Oxfordshire,VC,8,1900,male,28.532,299.433,2.961,11.021,6.894510746002197,15.713003158569336,16.835298538208008
7,Pieris brassicae,Gloucestershire,UA,6,1900,male,30.343,349.853,2.473,13.462,6.943634510040283,15.70124053955078,17.083131790161133
100,Anthocharis cardamines,Oxfordshire,VC,5,1900,female,20.588,156.421,2.433,9.488,6.894510746002197,15.713003158569336,16.835298538208008
101,Anthocharis cardamines,Oxfordshire,VC,6,1900,female,18.592,115.718,1.799,7.014,6.894510746002197,15.713003158569336,16.835298538208008
95,Gonepteryx rhamni,East Sussex,VC,7,1901,male,28.024,304.921,3.515,9.035,7.78126335144043,15.92715549468994,16.1558895111084
96,Gonepteryx rhamni,East Sussex,VC,7,1901,male,26.931,287.395,2.656,10.9,7.78126335144043,15.92715549468994,16.1558895111084
48,Pieris brassicae,Kent,UA,5,1901,male,28.022,282.54,2.145,10.704,7.789046287536621,16.071290969848633,16.30559730529785
49,Pieris brassicae,Kent,UA,5,1901,female,27.553,281.817,2.817,8.506,7.789046287536621,16.071290969848633,16.30559730529785
53,Leptidea sinapis,Hampshire,UA,5,1901,male,19.66,125.019,1.043,10.161,8.017640113830566,16.008031845092773,16.160398483276367
94,Gonepteryx rhamni,East Sussex,VC,9,1902,male,30.136,346.596,3.144,11.755,7.781092166900635,14.595185279846191,15.92715549468994
47,Pieris brassicae,Hampshire,UA,7,1902,female,30.319,321.971,2.597,11.511,7.954634666442871,14.743416786193848,16.008031845092773
64,Anthocharis cardamines,West Sussex,VC,6,1902,male,18.472,136.28,1.229,7.901,7.903197765350342,14.67569351196289,15.91767120361328
102,Anthocharis cardamines,Oxfordshire,VC,5,1902,male,17.29,107.439,1.349,8.05,7.394016742706299,14.138972282409668,15.606087684631348
50,Leptidea sinapis,Hampshire,UA,6,1902,male,19.14,123.353,1.027,10.408,7.954634666442871,14.743416786193848,16.008031845092773
51,Leptidea sinapis,Hampshire,UA,6,1902,male,20.475,148.116,1.191,11.965,7.954634666442871,14.743416786193848,16.008031845092773
52,Leptidea sinapis,Hampshire,UA,6,1902,female,18.057,109.583,1.307,8.721,7.954634666442871,14.743416786193848,16.008031845092773
8,Pieris brassicae,Cornwall,UA,8,1903,male,30.901,359.705,2.656,10.715,8.59381103515625,13.964682579040527,14.072113037109377
10,Pieris brassicae,Cornwall,UA,8,1903,male,32.905,394.87,2.351,13.004,8.59381103515625,13.964682579040527,14.072113037109377
26,Pieris brassicae,Hampshire,UA,8,1903,female,31.124,370.53,2.871,10.475,8.533635139465332,14.459816932678224,14.743416786193848
17,Gonepteryx rhamni,Kent,UA,9,1904,male,27.467,284.423,2.935,10.493,8.18276596069336,15.796870231628418,14.577571868896484
18,Gonepteryx rhamni,Kent,UA,8,1904,male,27.718,301.955,3.129,8.333,8.18276596069336,15.796870231628418,14.577571868896484
19,Gonepteryx rhamni,Kent,UA,8,1904,female,27.632,309.664,3.102,10.914,8.18276596069336,15.796870231628418,14.577571868896484
23,Gonepteryx rhamni,Cumberland,VC,7,1904,female,28.104,297.04,2.964,8.778,6.006776809692383,12.836102485656738,12.115103721618652
50,Pieris brassicae,Kent,UA,8,1904,male,29.115,298.142,2.248,10.982,8.18276596069336,15.796870231628418,14.577571868896484
51,Pieris brassicae,Kent,UA,8,1904,female,29.582,333.554,2.508,9.923,8.18276596069336,15.796870231628418,14.577571868896484
15,Gonepteryx rhamni,Kent,UA,9,1905,male,28.209,329.706,2.774,10.247,8.554380416870117,16.126798629760742,15.796870231628418
16,Gonepteryx rhamni,Kent,UA,9,1905,male,27.576,307.192,2.79,9.386,8.554380416870117,16.126798629760742,15.796870231628418
20,Gonepteryx rhamni,Kent,UA,9,1905,female,28.518,329.789,3.239,10.079,8.554380416870117,16.126798629760742,15.796870231628418
9,Pieris brassicae,Cornwall,UA,8,1905,male,29.124,310.178,2.229,12.821,8.756077766418457,15.115270614624023,14.705900192260742
35,Pieris brassicae,Berkshire,VC,5,1905,female,29.585,315.097,2.625,10.105,8.180931091308594,15.632009506225586,15.177815437316896
4,Anthocharis cardamines,Surrey,VC,6,1905,male,20.226,152.49,1.618,9.453,8.581457138061523,16.142845153808594,15.877740859985352
8,Anthocharis cardamines,Surrey,VC,5,1905,female,20.511,154.197,1.559,7.159,8.581457138061523,16.142845153808594,15.877740859985352
20,Anthocharis cardamines,Essex,UA,5,1905,female,21.067,166.235,2.425,7.026,8.448538780212402,16.38266372680664,15.913043022155762
103,Anthocharis cardamines,Berkshire,VC,5,1905,male,19.785,144.771,1.484,9.847,8.180931091308594,15.632009506225586,15.177815437316896
104,Anthocharis cardamines,Berkshire,VC,6,1905,female,21.28,175.58,2.248,8.183,8.180931091308594,15.632009506225586,15.177815437316896
30,Gonepteryx rhamni,Buckinghamshire,VC,8,1906,male,29.756,342.03,3.184,10.577,7.4449639320373535,15.725337982177734,15.723729133605955
5,Anthocharis cardamines,Surrey,VC,5,1907,female,20.653,147.126,2.291,7.313,8.318204879760742,14.28130340576172,15.93914031982422
6,Anthocharis cardamines,Surrey,VC,5,1907,male,19.621,143.759,1.271,10.219,8.318204879760742,14.28130340576172,15.93914031982422
7,Anthocharis cardamines,Surrey,VC,5,1907,male,18.125,118.782,1.328,8.643,8.318204879760742,14.28130340576172,15.93914031982422
12,Anthocharis cardamines,Surrey,VC,5,1907,female,18.695,124.524,1.328,8.554,8.318204879760742,14.28130340576172,15.93914031982422
20,Pieris brassicae,Dorset,VC,9,1908,female,31.389,373.691,2.809,10.349,7.619096279144287,15.259900093078612,13.82282543182373
46,Pieris brassicae,Surrey,VC,7,1908,male,31.927,373.953,2.047,12.579,7.743997573852539,15.491880416870115,14.28130340576172
71,Leptidea sinapis,Devon,UA,6,1908,male,20.802,149.225,1.175,10.524,7.763982772827148,15.086613655090332,13.79098892211914
72,Leptidea sinapis,Devon,UA,6,1908,male,20.381,144.597,1.208,11.023,7.763982772827148,15.086613655090332,13.79098892211914
2,Gonepteryx rhamni,Oxfordshire,VC,10,1909,female,28.036,302.497,2.575,9.081,7.333952903747559,13.98305320739746,14.900985717773438
18,Pieris brassicae,Dorset,VC,5,1909,male,30.882,315.64,2.321,12.027,7.712158679962158,14.414368629455566,15.259900093078612
63,Anthocharis cardamines,Berkshire,VC,5,1909,female,21.349,173.001,1.976,9.494,7.4289774894714355,14.16187572479248,15.067665100097656
78,Leptidea sinapis,Herefordshire,VC,6,1909,male,19.418,133.023,1.158,9.847,7.0641679763793945,13.707505226135254,14.459073066711426
11,Pieris brassicae,Herefordshire,VC,5,1910,female,26.918,250.884,2.236,9.587,7.845737457275391,14.228100776672363,13.707505226135254
48,Anthocharis cardamines,Berkshire,VC,5,1910,male,20.286,143.455,1.267,9.073,8.006041526794434,14.712116241455078,14.16187572479248
49,Anthocharis cardamines,Berkshire,VC,5,1910,male,15.748,89.765,1.189,7.812,8.006041526794434,14.712116241455078,14.16187572479248
63,Leptidea sinapis,Cornwall,UA,6,1910,male,20.43,149.262,1.125,9.599,8.550374984741211,14.484025955200195,14.304128646850586
64,Leptidea sinapis,Cornwall,UA,7,1910,female,20.697,154.945,1.208,9.994,8.550374984741211,14.484025955200195,14.304128646850586
69,Leptidea sinapis,Cornwall,UA,6,1910,male,21.368,157.674,1.19,10.839,8.550374984741211,14.484025955200195,14.304128646850586
15,Anthocharis cardamines,Essex,UA,5,1911,male,21.956,173.895,1.606,9.701,8.429940223693848,17.534215927124023,15.140955924987791
16,Anthocharis cardamines,Essex,UA,5,1911,male,16.358,101.749,1.078,8.795,8.429940223693848,17.534215927124023,15.140955924987791
24,Anthocharis cardamines,Essex,UA,5,1911,female,19.283,141.736,1.957,8.14,8.429940223693848,17.534215927124023,15.140955924987791
35,Anthocharis cardamines,Oxfordshire,VC,5,1911,female,20.627,155.215,2.086,8.177,8.25238037109375,17.325119018554688,14.653239250183104
31,Gonepteryx rhamni,Hampshire,UA,7,1912,female,28.45,338.72,2.523,9.195,9.682634353637695,14.49792766571045,17.464725494384766
11,Anthocharis cardamines,Surrey,VC,5,1912,female,21.663,182.271,2.484,8.78,9.782468795776367,14.783092498779297,17.715198516845703
68,Leptidea sinapis,Surrey,VC,7,1912,male,19.518,129.445,0.977,9.88,9.782468795776367,14.783092498779297,17.715198516845703
79,Leptidea sinapis,Herefordshire,VC,5,1912,male,18.865,116.676,1.042,8.925,9.13343620300293,13.76083755493164,16.59906578063965
65,Leptidea sinapis,Devon,UA,6,1913,male,20.716,151.349,1.142,11.666,8.316465377807617,14.625319480895996,13.700091361999512
27,Pieris brassicae,Hampshire,UA,5,1914,male,30.694,337.151,2.747,11.176,9.09410572052002,15.718111991882324,14.925768852233888
17,Anthocharis cardamines,West Sussex,VC,5,1914,male,19.577,146.465,1.597,8.893,9.149452209472656,15.768848419189451,14.799301147460938
18,Anthocharis cardamines,West Sussex,VC,5,1914,male,22.185,186.533,1.753,10.373,9.149452209472656,15.768848419189451,14.799301147460938
19,Anthocharis cardamines,West Sussex,VC,5,1914,male,19.347,136.837,1.213,9.026,9.149452209472656,15.768848419189451,14.799301147460938
21,Anthocharis cardamines,West Sussex,VC,5,1914,female,22.045,169.229,1.536,8.561,9.149452209472656,15.768848419189451,14.799301147460938
22,Anthocharis cardamines,West Sussex,VC,5,1914,male,21.19,169.746,1.391,9.677,9.149452209472656,15.768848419189451,14.799301147460938
66,Leptidea sinapis,Devon,UA,6,1914,male,18.691,115.54,1.059,9.415,8.98103141784668,15.032224655151367,14.625319480895996
67,Leptidea sinapis,Devon,UA,6,1914,female,19.831,139.598,1.214,10.275,8.98103141784668,15.032224655151367,14.625319480895996
53,Pieris brassicae,Cheshire,VC,6,1915,male,28.23,287.428,2.301,11.501,7.663561820983887,14.278526306152344,15.148284912109377
54,Pieris brassicae,Cheshire,VC,8,1915,male,28.913,308.383,2.326,8.915,7.663561820983887,14.278526306152344,15.148284912109377
3,Anthocharis cardamines,Surrey,VC,5,1915,male,19.729,146.482,1.289,9.43,8.11669635772705,15.261442184448242,15.939902305603027
73,Leptidea sinapis,Somerset,UA,5,1915,male,20.471,146.219,1.191,11.352,8.182787895202637,14.645389556884766,15.3529691696167
74,Leptidea sinapis,Somerset,UA,5,1915,female,20.184,146.594,1.258,9.994,8.182787895202637,14.645389556884766,15.3529691696167
76,Leptidea sinapis,Somerset,UA,5,1915,female,19.734,133.224,1.214,10.277,8.182787895202637,14.645389556884766,15.3529691696167
52,Pieris brassicae,Cheshire,VC,6,1916,male,29.405,319.516,2.378,12.095,7.325038433074951,14.189011573791504,14.278526306152344
39,Pieris brassicae,Cambridgeshire,VC,5,1917,male,29.624,315.816,2.351,10.289,7.089442253112793,16.143123626708984,14.539992332458496
40,Pieris brassicae,Cambridgeshire,VC,5,1917,male,30.225,342.485,2.841,10.99,7.089442253112793,16.143123626708984,14.539992332458496
41,Pieris brassicae,Cambridgeshire,VC,5,1917,male,29.797,342.989,2.244,11.691,7.089442253112793,16.143123626708984,14.539992332458496
26,Gonepteryx rhamni,Staffordshire,VC,5,1918,male,29.659,343.085,3.239,10.548,7.998530864715576,14.338557243347168,14.815848350524902
25,Gonepteryx rhamni,Staffordshire,VC,5,1919,male,27.277,299.878,2.824,10.521,7.361355304718018,14.006759643554688,14.338557243347168
49,Gonepteryx rhamni,Staffordshire,VC,8,1919,female,27.453,312.773,3.206,9.097,7.361355304718018,14.006759643554688,14.338557243347168
50,Gonepteryx rhamni,Staffordshire,VC,8,1919,male,28.434,335.359,3.816,9.718,7.361355304718018,14.006759643554688,14.338557243347168
3,Pieris brassicae,Devon,UA,9,1919,male,31.395,350.975,2.076,12.241,8.005167961120605,14.65009307861328,14.621918678283691
4,Pieris brassicae,Devon,UA,8,1919,male,29.896,320.78,2.077,10.959,8.005167961120605,14.65009307861328,14.621918678283691
5,Pieris brassicae,Devon,UA,9,1919,female,33.637,431.977,2.626,11.909,8.005167961120605,14.65009307861328,14.621918678283691
30,Anthocharis cardamines,North-east Yorkshire,VC,5,1919,male,20.157,147.913,1.573,10.333,6.860737323760986,13.54860496520996,13.935471534729004
31,Anthocharis cardamines,North-east Yorkshire,VC,5,1919,male,19.562,142.346,1.61,10.264,6.860737323760986,13.54860496520996,13.935471534729004
32,Anthocharis cardamines,North-east Yorkshire,VC,5,1919,male,20.222,147.316,1.445,10.042,6.860737323760986,13.54860496520996,13.935471534729004
33,Anthocharis cardamines,North-east Yorkshire,VC,5,1919,male,20.266,149.024,1.446,10.08,6.860737323760986,13.54860496520996,13.935471534729004
89,Leptidea sinapis,Hampshire,UA,6,1919,female,20.836,149.073,1.324,10.575,8.156675338745117,15.001526832580566,15.04722023010254
90,Leptidea sinapis,Hampshire,UA,6,1919,female,19.542,138.422,1.325,10.01,8.156675338745117,15.001526832580566,15.04722023010254
55,Pieris brassicae,Cumberland,VC,7,1920,male,27.82,278.774,2.506,8.968,6.866066932678223,12.233968734741213,12.45791244506836
56,Pieris brassicae,Cumberland,VC,7,1920,male,29.672,307.274,2.197,10.737,6.866066932678223,12.233968734741213,12.45791244506836
34,Anthocharis cardamines,North-east Yorkshire,VC,6,1920,female,20.52,154.122,1.885,9.256,7.735985279083252,13.067622184753418,13.54860496520996
38,Anthocharis cardamines,North-east Yorkshire,VC,5,1920,female,19.96,138.681,2.03,7.189,7.735985279083252,13.067622184753418,13.54860496520996
39,Anthocharis cardamines,North-east Yorkshire,VC,5,1920,female,19.679,149.155,1.884,8.235,7.735985279083252,13.067622184753418,13.54860496520996
40,Anthocharis cardamines,North-east Yorkshire,VC,6,1920,female,20.403,161.088,1.939,8.743,7.735985279083252,13.067622184753418,13.54860496520996
41,Anthocharis cardamines,North-east Yorkshire,VC,5,1920,female,19.499,135.012,2.324,7.32,7.735985279083252,13.067622184753418,13.54860496520996
105,Anthocharis cardamines,Cambridgeshire,VC,4,1920,male,17.989,117.122,1.462,9.173,9.540441513061523,14.303464889526367,14.838146209716797
50,Anthocharis cardamines,Berkshire,VC,5,1922,male,19.199,139.56,1.573,9.384,7.758779048919678,13.749001502990724,16.458335876464844
54,Gonepteryx rhamni,Somerset,UA,8,1925,male,28.623,319.945,2.35,10.961,7.907852649688721,15.80090618133545,14.256078720092772
57,Pieris brassicae,Oxfordshire,VC,5,1925,female,28.371,278.914,2.765,9.897,7.695836544036865,15.632115364074709,14.298761367797852
58,Pieris brassicae,Oxfordshire,VC,5,1925,female,27.309,255.327,2.145,9.487,7.695836544036865,15.632115364074709,14.298761367797852
52,Gonepteryx rhamni,Somerset,UA,8,1926,male,28.8,311.348,2.901,9.652,8.538562774658203,15.579667091369627,15.80090618133545
48,Leptidea sinapis,Herefordshire,VC,7,1926,male,21.127,149.383,1.224,11.485,8.160181999206543,15.171985626220703,15.511319160461426
55,Leptidea sinapis,Hertfordshire,VC,7,1926,female,21.035,160.466,1.456,10.606,8.6185941696167,15.641619682312012,15.938179969787598
