Sp,Latitude,Longitude,Month,Year,Sex,Wing_Length,BroodFocalUse,Temp
Anthocharis cardamines,51.067775,-1.28873,5,1969,male,20.82,Summer_before,15.29
Anthocharis cardamines,57.247803,-4.314882,6,1970,male,20.29,Summer_before,12.07
Anthocharis cardamines,57.247803,-4.314882,6,1970,male,20.158,Summer_before,12.07
Gonepteryx rhamni,51.067775,-1.28873,8,1971,male,28.27,Summer,15.501
Gonepteryx rhamni,51.067775,-1.28873,8,1971,male,29.562,Summer,15.501
Gonepteryx rhamni,51.067775,-1.28873,8,1971,male,30.076,Summer,15.501
Pieris brassicae,50.406361,-4.827447,8,1971,male,28.388,Summer,15.017
Pieris brassicae,50.406361,-4.827447,8,1971,male,30.19,Summer,15.017
Pieris brassicae,50.406361,-4.827447,8,1971,female,30.062,Summer,15.017
Pieris brassicae,50.406361,-4.827447,8,1971,female,32.258,Summer,15.017
Anthocharis cardamines,52.323728,-3.409909,5,1971,female,21.368,Summer_before,13.915
Gonepteryx rhamni,51.067775,-1.28873,8,1973,female,29.671,Summer,16.034
Gonepteryx rhamni,51.827269,-0.790141,8,1973,male,29.943,Summer,15.768
Anthocharis cardamines,51.067775,-1.28873,6,1973,female,24.31,Summer_before,14.339
Anthocharis cardamines,51.067775,-1.28873,5,1973,female,22.531,Summer_before,14.339
Anthocharis cardamines,52.079349,-0.448281,5,1973,female,19.964,Summer_before,14.352
Anthocharis cardamines,52.079349,-0.448281,5,1973,female,20.927,Summer_before,14.352
Leptidea sinapis,51.827269,-0.790141,5,1973,male,20.083,Summer_before,14.228
Gonepteryx rhamni,51.067775,-1.28873,8,1975,female,31.349,Summer,16.914
Gonepteryx rhamni,51.067775,-1.28873,7,1975,male,29.647,Summer,16.914
Leptidea sinapis,51.827269,-0.790141,6,1975,female,20.316,Summer_before,14.678
Leptidea sinapis,51.827269,-0.790141,6,1975,male,19.395,Summer_before,14.678
Gonepteryx rhamni,51.067775,-1.28873,7,1976,male,29.996,Summer,18.036
Pieris brassicae,51.2695,-0.373578,7,1976,female,28.62,Summer,18.221
Pieris brassicae,51.2695,-0.373578,7,1976,female,31.481,Summer,18.221
Anthocharis cardamines,57.247803,-4.314882,4,1976,female,22.884,Summer_before,12.375
Leptidea sinapis,51.827269,-0.790141,6,1976,female,18.65,Summer_before,16.878
Leptidea sinapis,51.827269,-0.790141,6,1976,male,20.069,Summer_before,16.878
Leptidea sinapis,50.836456,-0.534602,6,1977,male,20.518,Summer_before,17.946
Leptidea sinapis,50.836456,-0.534602,6,1977,female,20.684,Summer_before,17.946
Gonepteryx rhamni,51.067775,-1.28873,8,1978,female,27.701,Summer,14.696
Gonepteryx rhamni,50.836456,-0.534602,8,1978,male,28.193,Summer,14.749
Gonepteryx rhamni,50.836456,-0.534602,8,1978,female,28.601,Summer,14.749
Pieris brassicae,51.548796,-0.273039,8,1978,female,33.091,Summer,15.538
Anthocharis cardamines,51.297115,-1.944608,5,1978,female,22.667,Summer_before,14.181
Anthocharis cardamines,57.247803,-4.314882,4,1978,female,21.199,Summer_before,10.87
Leptidea sinapis,50.836456,-0.534602,6,1978,female,21.765,Summer_before,14.714
Leptidea sinapis,50.836456,-0.534602,5,1978,male,19.619,Summer_before,14.714
Leptidea sinapis,50.836456,-0.534602,6,1978,female,20.745,Summer_before,14.714
Leptidea sinapis,50.836456,-0.534602,6,1978,male,19.173,Summer_before,14.714
Gonepteryx rhamni,51.067775,-1.28873,8,1979,male,28.578,Summer,15.074
Gonepteryx rhamni,51.2695,-0.373578,7,1979,male,28.889,Summer,15.363
Gonepteryx rhamni,51.067775,-1.28873,8,1979,female,29.301,Summer,15.074
Anthocharis cardamines,51.297115,-1.944608,5,1979,male,21.54,Summer_before,14.333
Leptidea sinapis,50.836456,-0.534602,6,1980,female,19.992,Summer_before,15.061
Gonepteryx rhamni,51.067775,-1.28873,8,1981,male,28.287,Summer,15.406
Pieris brassicae,51.2695,-0.373578,8,1981,male,29.953,Summer,15.568
Anthocharis cardamines,51.067775,-1.28873,5,1981,male,21.909,Summer_before,14.922
Anthocharis cardamines,51.067775,-1.28873,5,1981,male,21.318,Summer_before,14.922
Gonepteryx rhamni,51.067775,-1.28873,8,1982,male,28.692,Summer,16.251
Gonepteryx rhamni,51.067775,-1.28873,8,1982,female,27.837,Summer,16.251
Gonepteryx rhamni,51.067775,-1.28873,7,1983,male,30.841,Summer,17.594
Anthocharis cardamines,51.067775,-1.28873,5,1983,male,21.476,Summer_before,16.251
Anthocharis cardamines,51.067775,-1.28873,5,1983,female,22.903,Summer_before,16.251
Gonepteryx rhamni,51.297115,-1.944608,7,1984,female,29.009,Summer,16.283
Gonepteryx rhamni,51.099254,-2.938838,4,1984,male,29.674,Summer,16.314
Anthocharis cardamines,51.297115,-1.944608,4,1984,male,18.687,Summer_before,17.283
Anthocharis cardamines,51.297115,-1.944608,4,1984,male,18.343,Summer_before,17.283
Anthocharis cardamines,51.297115,-1.944608,4,1984,female,20.3,Summer_before,17.283
Leptidea sinapis,50.836456,-0.534602,6,1985,female,18.516,Summer_before,16.227
Gonepteryx rhamni,51.067775,-1.28873,8,1986,male,29.241,Summer,15.219
Pieris brassicae,51.680197,-2.43509,8,1986,male,28.475,Summer,14.888
Gonepteryx rhamni,51.067775,-1.28873,8,1988,male,29.753,Summer,14.915
Gonepteryx rhamni,51.067775,-1.28873,8,1988,female,31.789,Summer,14.915
Gonepteryx rhamni,51.067775,-1.28873,8,1988,male,28.992,Summer,14.915
Gonepteryx rhamni,51.067775,-1.28873,8,1988,female,29.397,Summer,14.915
Gonepteryx rhamni,51.099254,-2.938838,3,1989,female,29.662,Summer,16.492
Anthocharis cardamines,57.247803,-4.314882,5,1989,male,20.612,Summer_before,11.421
Anthocharis cardamines,57.247803,-4.314882,5,1989,male,20.269,Summer_before,11.421
Anthocharis cardamines,51.827553,-2.119611,5,1990,male,18.786,Summer_before,16.63
Anthocharis cardamines,51.067775,-1.28873,5,1993,male,22.994,Summer_before,16.224
Leptidea sinapis,52.332389,-0.823832,5,1994,male,20.305,Summer_before,14.765
Leptidea sinapis,52.332389,-0.823832,6,1994,female,20.681,Summer_before,14.765
Leptidea sinapis,52.332389,-0.823832,5,1994,male,20.688,Summer_before,14.765
Leptidea sinapis,52.332389,-0.823832,6,1996,female,19.569,Summer_before,17.042
Leptidea sinapis,52.332389,-0.823832,6,1996,male,19.388,Summer_before,17.042
Leptidea sinapis,52.332389,-0.823832,5,1996,female,20.002,Summer_before,17.042
Leptidea sinapis,52.332389,-0.823832,5,1996,male,20.248,Summer_before,17.042
Gonepteryx rhamni,51.067775,-1.28873,7,1997,female,29.48,Summer,16.906
Leptidea sinapis,52.332389,-0.823832,6,1997,female,19.515,Summer_before,15.789
Anthocharis cardamines,50.836456,-0.534602,5,1999,female,23.66,Summer_before,15.678
Anthocharis cardamines,51.829391,-0.218673,5,1999,male,22.308,Summer_before,15.795
Leptidea sinapis,50.761012,-3.810213,6,2002,female,20.172,Summer_before,15.247
Leptidea sinapis,50.761012,-3.810213,6,2002,female,20.224,Summer_before,15.247
Leptidea sinapis,50.761012,-3.810213,6,2002,male,21.485,Summer_before,15.247
Leptidea sinapis,50.761012,-3.810213,5,2003,male,20.375,Summer_before,14.71
Leptidea sinapis,50.761012,-3.810213,5,2003,male,19.838,Summer_before,14.71
Pieris brassicae,51.808155,-1.287024,8,2004,male,28.454,Summer,16.523
Hesperia comma,50.664945,-2.338924,8,1892,male,12.532,Spring,7.566
