Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,T_August,T_July,T_June,T_May,T_April,T_March,T_SeptBefore,T_AugustBefore,T_JulyBefore,T_JuneBefore
86,Melanargia galathea,Cornwall,UA,7,1971,male,24.266,235.983,1.985,9.292,15.81505,16.646004,12.507495,11.197767,7.725231,5.600047,14.355644,15.33037,14.68408,15.249642
91,Melanargia galathea,Kent,UA,8,1971,female,27.444,279.67,3.068,8.886,16.507196,16.969664,13.210752,11.716823,7.531426,4.860771,14.926661,16.350531,15.817713,16.083578
78,Maniola jurtina,Hampshire,UA,8,1971,male,20.661,172.013,1.965,8.551,16.115791,17.353437,12.942009,11.713559,7.716901,4.909091,14.707906,16.06698,15.422836,16.357384
79,Maniola jurtina,Hampshire,UA,8,1971,male,23.968,240.188,1.943,8.853,16.115791,17.353437,12.942009,11.713559,7.716901,4.909091,14.707906,16.06698,15.422836,16.357384
81,Maniola jurtina,Hampshire,UA,9,1971,male,22.928,212.741,1.879,8.01,16.115791,17.353437,12.942009,11.713559,7.716901,4.909091,14.707906,16.06698,15.422836,16.357384
110,Pararge aegeria,Cornwall,UA,8,1971,NA,23.374,210.039,2.22,6.367,15.81505,16.646004,12.507495,11.197767,7.725231,5.600047,14.355644,15.33037,14.68408,15.249642
111,Pararge aegeria,Cornwall,UA,8,1971,NA,21.872,192.45,2.327,6.83,15.81505,16.646004,12.507495,11.197767,7.725231,5.600047,14.355644,15.33037,14.68408,15.249642
99,Speyeria aglaja,East Sutherland,VC,7,1972,NA,28.586,322.785,2.78,10.489,11.464193,12.448238,9.329347,8.34583,5.641509,3.863727,11.372317,11.822708,12.339733,9.030272
117,Pyronia tithonus,West Sussex,VC,8,1972,male,20.341,173.93,1.445,8.022,15.500374,15.870975,11.841602,10.638236,8.594367,7.093144,13.999196,16.156796,17.076593,13.146454
124,Pyronia tithonus,West Sussex,VC,8,1972,female,20.92,181.737,1.558,7.167,15.500374,15.870975,11.841602,10.638236,8.594367,7.093144,13.999196,16.156796,17.076593,13.146454
112,Melanargia galathea,Wiltshire,UA,7,1972,male,24.596,243.418,2.212,11.12,15.048759,15.318561,11.216965,9.916541,8.051869,6.766678,14.266909,15.575809,17.038748,12.42589
114,Melanargia galathea,Buckinghamshire,VC,7,1972,male,23.623,214.183,3.048,9.442,15.229538,15.605936,11.770196,10.433023,8.122169,6.576643,13.792341,15.887656,17.031391,12.363709
101,Maniola jurtina,Kent,UA,7,1972,male,22.389,206.761,1.793,10.108,15.512584,16.026299,12.193707,10.918406,8.47236,6.779377,14.046596,16.507196,16.969664,13.210752
102,Maniola jurtina,Oxfordshire,VC,7,1972,female,26.034,261.452,2.241,7.669,15.158849,15.425182,11.480187,10.156976,7.986794,6.54387,13.869813,15.78349,17.049189,12.190896
79,Aglais io,Argyll,VC,9,1972,NA,31.944,416.571,3.633,9.586,11.305811,12.385032,8.742679,8.346791,6.032126,3.828797,11.48442,12.277378,12.692213,9.896284
80,Aglais io,Argyll,VC,9,1972,NA,31.656,398.939,3.083,8.364,11.305811,12.385032,8.742679,8.346791,6.032126,3.828797,11.48442,12.277378,12.692213,9.896284
83,Aglais io,Argyll,VC,9,1972,NA,27.063,294.195,2.504,9.224,11.305811,12.385032,8.742679,8.346791,6.032126,3.828797,11.48442,12.277378,12.692213,9.896284
72,Argynnis paphia,Berkshire,VC,7,1972,female,33.408,409.316,3.476,11.741,15.256974,15.609253,11.550117,10.257902,8.142571,6.789658,13.99193,15.872451,17.168818,12.489875
66,Aglais urticae,Hampshire,UA,11,1972,NA,27.666,287.429,3.226,9.266,15.480764,15.789248,11.655116,10.459943,8.574096,7.153782,14.375685,16.115791,17.353437,12.942009
95,Limenitis camilla,Surrey,VC,7,1972,NA,28.724,301.701,2.443,8.273,15.654913,16.165379,12.057264,10.780801,8.55608,7.051273,14.008831,16.305202,17.363714,13.096354
108,Limenitis camilla,Wiltshire,UA,7,1972,NA,29.231,333.659,2.958,9.262,15.048759,15.318561,11.216965,9.916541,8.051869,6.766678,14.266909,15.575809,17.038748,12.42589
53,Speyeria aglaja,Hampshire,UA,7,1973,NA,28.009,290.044,3.259,11.549,17.327747,15.797988,14.941099,11.420408,7.426305,5.88298,12.107768,15.480764,15.789248,11.655116
91,Speyeria aglaja,Oxfordshire,VC,7,1973,NA,25.722,249.89,2.839,11.383,16.766645,15.365195,14.621786,11.144814,6.935683,5.518852,11.427608,15.158849,15.425182,11.480187
94,Aglais urticae,Wiltshire,UA,9,1973,NA,24.802,228.815,2.547,7.033,16.78863,15.358304,14.490242,11.013575,7.034893,5.60451,11.645414,15.048759,15.318561,11.216965
97,Aglais urticae,Hampshire,UA,7,1973,NA,27.579,294.69,3.056,8.901,17.327747,15.797988,14.941099,11.420408,7.426305,5.88298,12.107768,15.480764,15.789248,11.655116
112,Pararge aegeria,Hampshire,UA,4,1973,NA,20.155,154.653,2.412,7.037,17.327747,15.797988,14.941099,11.420408,7.426305,5.88298,12.107768,15.480764,15.789248,11.655116
118,Pararge aegeria,Hampshire,UA,4,1973,NA,21.704,181.941,2.513,7.12,17.327747,15.797988,14.941099,11.420408,7.426305,5.88298,12.107768,15.480764,15.789248,11.655116
90,Limenitis camilla,Hampshire,UA,7,1973,NA,29.09,299.729,2.412,8.795,17.327747,15.797988,14.941099,11.420408,7.426305,5.88298,12.107768,15.480764,15.789248,11.655116
91,Limenitis camilla,Surrey,VC,7,1973,NA,27.262,285.281,2.444,9.435,17.523804,16.004684,15.309415,11.659279,7.382653,5.991561,12.02677,15.654913,16.165379,12.057264
96,Limenitis camilla,Surrey,VC,7,1973,NA,30.689,336.069,2.9,8.303,17.523804,16.004684,15.309415,11.659279,7.382653,5.991561,12.02677,15.654913,16.165379,12.057264
111,Limenitis camilla,Hampshire,UA,7,1973,NA,31.334,369.161,3.018,10.039,17.327747,15.797988,14.941099,11.420408,7.426305,5.88298,12.107768,15.480764,15.789248,11.655116
76,Polygonia c-album,West Sussex,VC,7,1974,NA,21.673,185.686,2.45,6.667,15.515833,15.423136,14.20088,10.867188,8.63414,6.062761,14.75507,17.442503,15.806845,15.111454
80,Polygonia c-album,Kent,UA,7,1974,NA,20.515,161.267,3.022,6.439,15.948116,15.67292,14.139511,11.165104,8.572872,5.974534,15.003974,17.567841,16.214211,15.223598
84,Polygonia c-album,Hampshire,UA,10,1974,NA,21.902,193.48,2.821,6.809,15.291065,15.348591,14.061483,10.791581,8.495573,5.883852,14.834745,17.327747,15.797988,14.941099
85,Aglais io,Surrey,VC,7,1975,NA,31.926,402.523,2.688,9.891,18.763311,17.569044,14.791072,10.112975,8.279047,4.959341,12.54626,15.665299,15.644088,14.225545
84,Aglais urticae,Leicestershire,VC,8,1975,NA,26.227,256.231,3.032,8.416,18.327568,16.936707,13.791403,9.086038,7.873602,4.144378,11.575143,14.677469,14.677949,13.081912
93,Aglais urticae,Wiltshire,UA,9,1975,NA,24.439,225.126,3.129,8.416,18.144356,17.227146,14.762947,9.849669,8.00036,4.62645,11.730247,14.669629,14.869744,13.639695
76,Limenitis camilla,Hampshire,UA,7,1975,NA,26.406,257.239,2.32,8.339,18.324509,17.386654,14.969001,10.226267,8.127598,4.959526,12.371661,15.291065,15.348591,14.061483
81,Limenitis camilla,Surrey,VC,7,1975,NA,31.147,370.942,2.901,9.465,18.763311,17.569044,14.791072,10.112975,8.279047,4.959341,12.54626,15.665299,15.644088,14.225545
77,Polygonia c-album,Hampshire,UA,8,1976,NA,22.275,190.41,2.934,5.897,17.726513,18.945032,17.411333,12.283775,7.946724,4.87268,13.608991,18.324509,17.386654,14.969001
89,Polygonia c-album,Hampshire,UA,8,1976,NA,22.191,179.546,2.108,6.724,17.726513,18.945032,17.411333,12.283775,7.946724,4.87268,13.608991,18.324509,17.386654,14.969001
44,Speyeria aglaja,Surrey,VC,7,1976,NA,29.2,325.736,3.406,12.409,17.660542,19.183027,17.810438,12.734854,8.106478,4.934601,13.911092,18.763311,17.569044,14.791072
90,Speyeria aglaja,Berkshire,VC,6,1976,NA,28.487,309.167,3.167,11.114,17.384619,18.751387,17.479782,12.1749,7.738925,4.638788,13.414171,18.55904,17.462502,14.604712
134,Pyronia tithonus,Hampshire,UA,7,1976,female,21.06,183.299,2.295,6.827,17.726513,18.945032,17.411333,12.283775,7.946724,4.87268,13.608991,18.324509,17.386654,14.969001
135,Pyronia tithonus,Surrey,VC,7,1976,male,18.154,137.136,1.246,7.195,17.660542,19.183027,17.810438,12.734854,8.106478,4.934601,13.911092,18.763311,17.569044,14.791072
108,Coenonympha tullia,Gwynedd,UA,6,1976,NA,19.876,155.262,1.456,7.588,15.742229,15.747295,13.902039,9.852165,6.653477,3.725601,11.413269,15.711225,15.024539,12.788468
109,Coenonympha tullia,Gwynedd,UA,6,1976,NA,19.414,140.765,1.668,5.826,15.742229,15.747295,13.902039,9.852165,6.653477,3.725601,11.413269,15.711225,15.024539,12.788468
110,Coenonympha tullia,Gwynedd,UA,6,1976,NA,18.905,140.954,1.395,6.797,15.742229,15.747295,13.902039,9.852165,6.653477,3.725601,11.413269,15.711225,15.024539,12.788468
92,Melanargia galathea,Wiltshire,UA,7,1976,female,26.483,267.917,3.022,8.436,17.460649,18.450987,17.116865,11.719362,7.577916,4.524336,13.133978,18.144356,17.227146,14.762947
87,Aglais io,Hampshire,UA,7,1976,NA,32.036,410.784,3.602,10.504,17.726513,18.945032,17.411333,12.283775,7.946724,4.87268,13.608991,18.324509,17.386654,14.969001
103,Pararge aegeria,Surrey,VC,7,1976,NA,21.414,175.434,1.498,6.504,17.660542,19.183027,17.810438,12.734854,8.106478,4.934601,13.911092,18.763311,17.569044,14.791072
104,Pararge aegeria,Surrey,VC,7,1976,NA,17.588,115.021,1.501,6.226,17.660542,19.183027,17.810438,12.734854,8.106478,4.934601,13.911092,18.763311,17.569044,14.791072
93,Lasiommata megera,Dorset,VC,7,1976,female,24.946,251.688,2.275,8.025,17.486597,18.221823,16.726416,11.615831,7.67414,4.975696,13.341837,17.750151,17.05312,14.924803
90,Polygonia c-album,Surrey,VC,10,1977,NA,23.617,210.414,2.792,7.408,15.494407,16.328936,12.47039,10.857495,7.234249,7.187573,13.912675,17.660542,19.183027,17.810438
78,Speyeria aglaja,Cumberland,VC,7,1977,NA,26.558,269.941,2.602,10.41,13.393712,14.149507,11.091011,8.640178,5.586342,5.267773,11.474236,15.118661,15.621634,13.755142
81,Speyeria aglaja,Cumberland,VC,7,1977,NA,26.884,267.736,2.773,12.903,13.393712,14.149507,11.091011,8.640178,5.586342,5.267773,11.474236,15.118661,15.621634,13.755142
129,Pyronia tithonus,Dorset,VC,8,1977,female,21.534,191.941,2.493,6.459,15.168717,15.908665,12.031837,10.630586,7.129911,7.208909,13.406558,17.486597,18.221823,16.726416
116,Melanargia galathea,Wiltshire,UA,7,1977,female,24.529,244.912,3.197,8.455,14.9813,15.703883,11.781297,10.296904,6.862155,6.8374,13.177749,17.460649,18.450987,17.116865
117,Melanargia galathea,Wiltshire,UA,7,1977,female,23.667,220.162,3.555,9.064,14.9813,15.703883,11.781297,10.296904,6.862155,6.8374,13.177749,17.460649,18.450987,17.116865
70,Limenitis camilla,Hampshire,UA,7,1977,NA,27.49,274.496,2.564,10.197,15.307741,16.11097,12.140186,10.801658,7.203692,7.160721,13.612543,17.726513,18.945032,17.411333
106,Limenitis camilla,Hampshire,UA,7,1977,NA,27.552,284.417,2.51,9.8,15.307741,16.11097,12.140186,10.801658,7.203692,7.160721,13.612543,17.726513,18.945032,17.411333
110,Limenitis camilla,Hampshire,UA,7,1977,NA,28.916,308.797,2.599,9.023,15.307741,16.11097,12.140186,10.801658,7.203692,7.160721,13.612543,17.726513,18.945032,17.411333
43,Speyeria aglaja,Hampshire,UA,7,1978,NA,26.941,269.264,3.23,12.95,15.17161,15.13037,13.746745,11.526038,6.57201,6.564443,13.140121,15.307741,16.11097,12.140186
45,Speyeria aglaja,Hampshire,UA,8,1978,NA,28.435,318.574,3.06,10.58,15.17161,15.13037,13.746745,11.526038,6.57201,6.564443,13.140121,15.307741,16.11097,12.140186
92,Speyeria aglaja,Dumfriesshire,VC,8,1978,NA,28.718,317.349,3.436,10.847,12.877628,12.408506,11.506782,10.241675,4.899921,4.475198,10.651649,12.968453,14.011261,10.969829
93,Speyeria aglaja,Dumfriesshire,VC,8,1978,NA,28.276,299.019,3.167,11.683,12.877628,12.408506,11.506782,10.241675,4.899921,4.475198,10.651649,12.968453,14.011261,10.969829
102,Speyeria aglaja,Surrey,VC,7,1978,NA,28.18,305.21,3.168,12.488,15.326438,15.393739,14.085009,11.552512,6.610919,6.697007,13.267452,15.494407,16.328936,12.47039
75,Melanargia galathea,Surrey,VC,7,1978,female,26.487,262.888,3.159,8.954,15.326438,15.393739,14.085009,11.552512,6.610919,6.697007,13.267452,15.494407,16.328936,12.47039
77,Melanargia galathea,Surrey,VC,7,1978,male,23.876,229.024,1.896,10.4,15.326438,15.393739,14.085009,11.552512,6.610919,6.697007,13.267452,15.494407,16.328936,12.47039
78,Melanargia galathea,Surrey,VC,7,1978,male,23.635,211.881,1.829,9.676,15.326438,15.393739,14.085009,11.552512,6.610919,6.697007,13.267452,15.494407,16.328936,12.47039
65,Maniola jurtina,Devon,UA,7,1978,male,21.579,192.265,1.837,7.881,14.505708,13.975127,13.044246,11.214256,6.231701,6.362332,12.773137,14.919127,15.567317,11.959281
74,Maniola jurtina,Hampshire,UA,7,1978,male,23.339,213.698,2.008,9.176,15.17161,15.13037,13.746745,11.526038,6.57201,6.564443,13.140121,15.307741,16.11097,12.140186
72,Aglais io,Somerset,UA,8,1978,NA,29.474,359.636,3.236,9.678,14.857971,14.617369,13.436439,11.42935,6.386395,6.608316,12.96443,15.244511,15.908815,12.061559
81,Aglais io,Hampshire,UA,8,1978,NA,28.045,312.67,2.87,9.403,15.17161,15.13037,13.746745,11.526038,6.57201,6.564443,13.140121,15.307741,16.11097,12.140186
65,Argynnis paphia,Hampshire,UA,7,1978,male,33.592,414.233,3.338,11.15,15.17161,15.13037,13.746745,11.526038,6.57201,6.564443,13.140121,15.307741,16.11097,12.140186
85,Aglais urticae,Leicestershire,VC,8,1978,NA,24.365,227.268,2.716,8.833,14.432969,14.256081,13.084826,10.492004,5.630771,6.302801,12.877559,14.754799,15.187529,11.566548
86,Aglais urticae,Leicestershire,VC,8,1978,NA,27.055,281.736,3.47,8.367,14.432969,14.256081,13.084826,10.492004,5.630771,6.302801,12.877559,14.754799,15.187529,11.566548
89,Aglais urticae,West Sussex,VC,6,1978,NA,25.587,252.087,3.033,8.078,15.136237,15.175159,13.902627,11.54257,6.657708,6.488381,13.079381,15.307571,16.222347,12.531912
101,Lasiommata megera,West Sussex,VC,8,1978,male,21.652,174.484,1.558,7.03,15.136237,15.175159,13.902627,11.54257,6.657708,6.488381,13.079381,15.307571,16.222347,12.531912
82,Limenitis camilla,East Sussex,VC,8,1978,NA,28.361,287.149,1.986,8.183,15.24089,15.179591,13.982847,11.480935,6.67719,6.463519,13.196342,15.487556,16.171227,12.860885
78,Polygonia c-album,Hampshire,UA,6,1979,NA,25.743,242.676,3.419,8.234,14.924591,16.550508,13.699566,9.937495,7.871596,4.86873,14.036774,15.17161,15.13037,13.746745
79,Polygonia c-album,Wiltshire,UA,6,1979,NA,22.719,187.147,5.132,7.78,14.42972,16.248104,13.483482,9.352606,7.594838,4.478374,13.637336,14.811916,14.747019,13.408695
81,Polygonia c-album,Wiltshire,UA,6,1979,NA,23.682,206.425,2.849,7.18,14.42972,16.248104,13.483482,9.352606,7.594838,4.478374,13.637336,14.811916,14.747019,13.408695
102,Melanargia galathea,East Sussex,VC,7,1979,female,26.117,250.275,3.677,8.956,15.06832,16.377731,13.85865,10.423062,7.982569,4.950274,14.243173,15.24089,15.179591,13.982847
104,Maniola jurtina,Buckinghamshire,VC,7,1979,male,23.92,225.164,2.542,8.092,15.090168,16.380606,13.829787,10.220945,7.722101,4.49692,14.048553,14.985148,14.973269,13.655443
88,Aglais io,Hampshire,UA,8,1979,NA,27.761,304.387,2.717,9.009,14.924591,16.550508,13.699566,9.937495,7.871596,4.86873,14.036774,15.17161,15.13037,13.746745
55,Argynnis paphia,Hampshire,UA,7,1979,female,33.537,390.656,3.42,10.405,14.924591,16.550508,13.699566,9.937495,7.871596,4.86873,14.036774,15.17161,15.13037,13.746745
69,Argynnis paphia,Hampshire,UA,7,1979,female,35.011,463.115,3.17,11.874,14.924591,16.550508,13.699566,9.937495,7.871596,4.86873,14.036774,15.17161,15.13037,13.746745
70,Argynnis paphia,West Sussex,VC,7,1979,female,33.053,374.176,3.087,9.676,14.930073,16.429956,13.781734,10.191235,7.854238,4.956058,14.11044,15.136237,15.175159,13.902627
74,Lasiommata megera,Surrey,VC,6,1979,female,22.925,210.122,3.417,7.896,15.227465,16.731119,14.084136,10.519217,8.010626,4.984611,14.293223,15.326438,15.393739,14.085009
82,Polygonia c-album,Hampshire,UA,6,1980,NA,25.341,233.827,3.082,7.864,16.18919,14.672725,13.869679,11.228574,8.880111,4.969367,13.315707,14.924591,16.550508,13.699566
87,Polygonia c-album,Hampshire,UA,6,1980,NA,25.221,238.712,2.849,7.977,16.18919,14.672725,13.869679,11.228574,8.880111,4.969367,13.315707,14.924591,16.550508,13.699566
66,Maniola jurtina,Devon,UA,7,1980,male,22.936,198.658,1.965,8.895,15.184489,13.820924,12.884706,10.610106,8.421564,5.023768,12.869296,14.180463,15.470256,12.871016
83,Maniola jurtina,Devon,UA,7,1980,male,22.537,209.721,1.564,8.292,15.184489,13.820924,12.884706,10.610106,8.421564,5.023768,12.869296,14.180463,15.470256,12.871016
63,Argynnis paphia,West Sussex,VC,7,1980,male,32.13,374.824,3.198,12.847,16.29331,14.704859,13.983455,11.189504,8.886947,5.214735,13.316147,14.930073,16.429956,13.781734
73,Argynnis paphia,West Sussex,VC,7,1980,female,31.522,356.901,3.088,10.041,16.29331,14.704859,13.983455,11.189504,8.886947,5.214735,13.316147,14.930073,16.429956,13.781734
76,Argynnis paphia,West Sussex,VC,7,1980,male,30.238,342.701,3.17,12.651,16.29331,14.704859,13.983455,11.189504,8.886947,5.214735,13.316147,14.930073,16.429956,13.781734
78,Argynnis paphia,West Sussex,VC,7,1980,female,32.219,371.465,3.283,10.316,16.29331,14.704859,13.983455,11.189504,8.886947,5.214735,13.316147,14.930073,16.429956,13.781734
103,Maniola jurtina,Buckinghamshire,VC,7,1981,female,25.22,263.648,2.714,8.813,16.492275,15.863646,13.303258,11.111609,7.5373,7.983596,14.78359,16.133038,14.505379,14.005623
74,Argynnis paphia,West Sussex,VC,7,1981,male,29.112,309.852,3.346,12.129,16.739927,15.94999,13.302331,11.293849,8.052236,8.145893,14.94595,16.29331,14.704859,13.983455
114,Pararge aegeria,Hampshire,UA,5,1981,NA,20.896,164.902,1.572,7.749,16.826233,16.001293,13.32166,11.19157,8.06943,8.148215,14.978358,16.18919,14.672725,13.869679
75,Argynnis paphia,West Sussex,VC,6,1982,male,31.485,362.614,2.753,12.152,16.291185,17.064558,15.860297,11.758179,8.604794,5.999671,14.485972,16.739927,15.94999,13.302331
78,Limenitis camilla,Hampshire,UA,6,1982,NA,30.577,356.304,3.205,8.793,16.126675,16.832726,15.772958,11.670501,8.673982,6.022382,14.588841,16.826233,16.001293,13.32166
119,Pyronia tithonus,Hampshire,UA,7,1983,male,17.7,140.332,1.388,7.593,17.78137,20.046209,14.864294,10.466569,7.058077,6.138498,14.749328,16.126675,16.832726,15.772958
84,Melanargia galathea,Hampshire,UA,7,1983,male,24.122,238.906,1.804,9.587,17.78137,20.046209,14.864294,10.466569,7.058077,6.138498,14.749328,16.126675,16.832726,15.772958
90,Melanargia galathea,Hampshire,UA,7,1983,female,26.056,255.591,3.068,9.157,17.78137,20.046209,14.864294,10.466569,7.058077,6.138498,14.749328,16.126675,16.832726,15.772958
75,Aglais io,Hampshire,UA,7,1983,NA,33.198,453.38,3.907,10.653,17.78137,20.046209,14.864294,10.466569,7.058077,6.138498,14.749328,16.126675,16.832726,15.772958
77,Aglais io,Hampshire,UA,7,1983,NA,31.673,408.165,3.297,10.562,17.78137,20.046209,14.864294,10.466569,7.058077,6.138498,14.749328,16.126675,16.832726,15.772958
58,Argynnis paphia,West Sussex,VC,7,1983,male,33.483,417.17,2.895,12.377,17.767866,19.799763,15.071357,10.561396,7.212244,6.100196,14.745246,16.291185,17.064558,15.860297
70,Aglais urticae,West Gloucestershire,VC,4,1983,NA,23.18,210.117,2.426,7.664,17.710844,20.188248,14.74071,10.381457,6.900182,6.477826,14.559222,15.924727,16.616886,15.936933
91,Aglais urticae,Wiltshire,UA,9,1983,NA,26.333,263.505,2.838,7.155,17.387793,19.852451,14.504515,10.066303,6.591334,5.978132,14.431217,15.617411,16.298653,15.60772
115,Pararge aegeria,Hampshire,UA,5,1983,NA,19.917,151.656,1.592,7.141,17.78137,20.046209,14.864294,10.466569,7.058077,6.138498,14.749328,16.126675,16.832726,15.772958
83,Limenitis camilla,West Sussex,VC,7,1983,NA,26.927,265.266,2.168,9.005,17.767866,19.799763,15.071357,10.561396,7.212244,6.100196,14.745246,16.291185,17.064558,15.860297
126,Pyronia tithonus,Hampshire,UA,7,1984,male,19.389,158.682,1.247,7.649,17.592911,16.700348,14.981135,10.023833,8.225245,4.904246,14.084337,17.78137,20.046209,14.864294
128,Pyronia tithonus,Hampshire,UA,8,1984,female,20.652,170.93,1.955,7.195,17.592911,16.700348,14.981135,10.023833,8.225245,4.904246,14.084337,17.78137,20.046209,14.864294
131,Pyronia tithonus,Hampshire,UA,8,1984,female,22.201,198.419,2.606,7.45,17.592911,16.700348,14.981135,10.023833,8.225245,4.904246,14.084337,17.78137,20.046209,14.864294
74,Aglais io,Somerset,UA,4,1984,NA,28.429,325,2.808,9.159,17.38698,16.658411,14.847496,10.016134,8.315267,4.709686,13.844317,17.551123,19.628595,14.377008
76,Aglais io,Hampshire,UA,8,1984,NA,32.419,423.446,3.759,10.135,17.592911,16.700348,14.981135,10.023833,8.225245,4.904246,14.084337,17.78137,20.046209,14.864294
66,Argynnis paphia,Wiltshire,UA,7,1984,female,33.375,403.631,3.392,11.186,17.381311,16.562607,14.848547,9.666456,8.003612,4.508731,13.58829,17.387793,19.852451,14.504515
99,Aglais urticae,Argyll,VC,8,1984,NA,24.668,227.68,3.036,7.543,13.849725,13.36162,11.338226,8.714507,6.565787,2.819815,9.942549,13.986185,14.371433,10.781344
100,Aglais urticae,Argyll,VC,8,1984,NA,26.104,257.825,3.032,8.22,13.849725,13.36162,11.338226,8.714507,6.565787,2.819815,9.942549,13.986185,14.371433,10.781344
79,Limenitis camilla,Oxfordshire,VC,7,1984,NA,26.253,245.182,2.106,9.038,17.750982,16.800224,14.629914,9.365098,7.707462,4.456759,13.715556,17.472214,19.884022,14.404946
98,Limenitis camilla,Hampshire,UA,7,1984,NA,30.096,328.226,3.177,9.127,17.592911,16.700348,14.981135,10.023833,8.225245,4.904246,14.084337,17.78137,20.046209,14.864294
132,Pyronia tithonus,Oxfordshire,VC,8,1985,male,18.014,135.486,1.303,5.92,14.743164,16.133942,12.430359,10.569447,8.243557,4.362535,13.629319,17.750982,16.800224,14.629914
133,Pyronia tithonus,Oxfordshire,VC,8,1985,female,19.464,157.672,2.098,6.571,14.743164,16.133942,12.430359,10.569447,8.243557,4.362535,13.629319,17.750982,16.800224,14.629914
101,Melanargia galathea,Oxfordshire,VC,7,1985,male,24.793,240.616,2.188,10.285,14.743164,16.133942,12.430359,10.569447,8.243557,4.362535,13.629319,17.750982,16.800224,14.629914
94,Aglais io,West Gloucestershire,VC,8,1985,NA,29.726,353.335,2.625,7.358,14.824492,16.205162,12.789479,10.939077,8.633041,4.854414,14.023794,17.878687,17.176115,15.113877
69,Aglais urticae,West Gloucestershire,VC,7,1985,NA,25.058,250.819,3.011,7.641,14.824492,16.205162,12.789479,10.939077,8.633041,4.854414,14.023794,17.878687,17.176115,15.113877
95,Aglais urticae,Hampshire,UA,8,1985,NA,25.048,250.959,2.983,8.27,14.866101,16.44025,13.170505,11.343134,8.627255,4.670498,14.012532,17.592911,16.700348,14.981135
96,Aglais urticae,Hampshire,UA,8,1985,NA,24.125,223.614,2.766,8.373,14.866101,16.44025,13.170505,11.343134,8.627255,4.670498,14.012532,17.592911,16.700348,14.981135
98,Aglais urticae,Hampshire,UA,8,1985,NA,25.406,254.915,2.911,8.516,14.866101,16.44025,13.170505,11.343134,8.627255,4.670498,14.012532,17.592911,16.700348,14.981135
120,Pararge aegeria,Hampshire,UA,5,1985,NA,22.366,194.001,2.806,6.891,14.866101,16.44025,13.170505,11.343134,8.627255,4.670498,14.012532,17.592911,16.700348,14.981135
95,Aglais io,West Gloucestershire,VC,11,1986,NA,28.136,334.773,3.023,8.12,13.721493,15.98231,14.930722,10.937038,5.805542,5.103911,14.638952,14.824492,16.205162,12.789479
92,Aglais urticae,Wiltshire,UA,8,1986,NA,24.217,219.399,2.692,8.707,13.625949,15.654973,14.695116,10.368524,5.535402,4.718567,14.209099,14.468468,15.931315,12.737165
116,Pararge aegeria,Hampshire,UA,6,1986,NA,21.043,169.345,1.529,7.79,14.292804,16.230141,15.136032,10.668846,6.006434,4.97979,14.514465,14.866101,16.44025,13.170505
117,Pararge aegeria,Hampshire,UA,5,1986,NA,20.923,165.75,1.655,8.104,14.292804,16.230141,15.136032,10.668846,6.006434,4.97979,14.514465,14.866101,16.44025,13.170505
94,Lasiommata megera,Hampshire,UA,8,1986,female,22.8,209.357,2.12,7.916,14.292804,16.230141,15.136032,10.668846,6.006434,4.97979,14.514465,14.866101,16.44025,13.170505
95,Lasiommata megera,Hampshire,UA,8,1986,female,22.527,199.049,2.794,6.965,14.292804,16.230141,15.136032,10.668846,6.006434,4.97979,14.514465,14.866101,16.44025,13.170505
97,Lasiommata megera,Hampshire,UA,8,1986,female,23.139,199.353,2.66,7.701,14.292804,16.230141,15.136032,10.668846,6.006434,4.97979,14.514465,14.866101,16.44025,13.170505
102,Lasiommata megera,Hampshire,UA,8,1986,male,21.535,179.012,1.601,8.349,14.292804,16.230141,15.136032,10.668846,6.006434,4.97979,14.514465,14.866101,16.44025,13.170505
103,Lasiommata megera,Hampshire,UA,8,1986,male,21.817,174.7,1.471,7.635,14.292804,16.230141,15.136032,10.668846,6.006434,4.97979,14.514465,14.866101,16.44025,13.170505
67,Melanargia galathea,West Gloucestershire,VC,7,1987,male,24.298,249.834,1.85,10.578,16.067595,16.112801,13.272712,10.358297,10.36456,4.417344,11.185453,13.721493,15.98231,14.930722
68,Melanargia galathea,West Gloucestershire,VC,7,1987,male,23.746,244.711,1.895,11.3,16.067595,16.112801,13.272712,10.358297,10.36456,4.417344,11.185453,13.721493,15.98231,14.930722
69,Melanargia galathea,West Gloucestershire,VC,7,1987,female,28.335,304.288,3.272,9.138,16.067595,16.112801,13.272712,10.358297,10.36456,4.417344,11.185453,13.721493,15.98231,14.930722
70,Melanargia galathea,West Gloucestershire,VC,7,1987,female,26.99,287.681,3.879,10.467,16.067595,16.112801,13.272712,10.358297,10.36456,4.417344,11.185453,13.721493,15.98231,14.930722
80,Melanargia galathea,Hampshire,UA,7,1987,male,24.431,234.533,1.827,10.42,15.990536,16.337507,13.394776,10.704995,9.827456,4.412945,11.436707,14.292804,16.230141,15.136032
77,Maniola jurtina,West Gloucestershire,VC,7,1987,female,23.924,226.098,2.116,7.968,16.067595,16.112801,13.272712,10.358297,10.36456,4.417344,11.185453,13.721493,15.98231,14.930722
101,Pararge aegeria,West Gloucestershire,VC,9,1988,NA,22.101,180.552,1.583,7.49,15.07085,14.701071,14.707976,11.952444,8.215483,6.820516,13.889897,16.067595,16.112801,13.272712
