Individual,Taxon name,Location,LocationType,Month,Year,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length
98,Hesperia comma,Surrey,VC,8,1968,male,12.93,56.976,1.994,4.863
64,Erynnis tages,Oxfordshire,VC,6,1969,NA,11.094,49.435,1.986,4.551
99,Pyrgus malvae,Hampshire,UA,5,1969,NA,11.297,50.566,2.049,4.721
71,Hesperia comma,Surrey,VC,8,1970,female,15.21,83.547,3.323,7.067
76,Thymelicus sylvestris,West Sussex,VC,6,1970,male,12.878,60.254,1.886,6.328
77,Thymelicus sylvestris,West Sussex,VC,6,1970,male,13.034,56.535,1.887,5.678
44,Erynnis tages,Hampshire,UA,5,1971,NA,12.966,66.348,1.979,5.697
46,Erynnis tages,Hampshire,UA,5,1971,NA,12.129,60.036,1.859,5.543
47,Erynnis tages,Hampshire,UA,5,1971,NA,12.55,59.932,2.358,4.716
104,Pyrgus malvae,Hampshire,UA,5,1971,NA,11.664,53.067,2.23,4.59
78,Hesperia comma,Hampshire,UA,9,1971,female,14.925,74.234,3.063,6.289
82,Thymelicus sylvestris,Hampshire,UA,7,1971,male,12.441,60.529,1.844,7.271
90,Erynnis tages,Wiltshire,UA,7,1972,NA,11.901,55.095,2.686,5.201
9,Pyrgus malvae,Kent,UA,5,1972,NA,11.09,49.688,2.243,5.102
111,Pyrgus malvae,Gloucestershire,UA,6,1972,NA,11.145,43.417,2.211,4.702
113,Pyrgus malvae,Gloucestershire,UA,6,1972,NA,11.813,49.673,1.992,5.298
68,Hesperia comma,Hampshire,UA,8,1972,male,13.244,56.468,2.448,6.808
72,Hesperia comma,Hampshire,UA,8,1972,male,13.054,58.253,2.448,5.819
75,Hesperia comma,Hampshire,UA,8,1972,female,15.479,81.083,3.21,6.323
80,Hesperia comma,Hampshire,UA,8,1972,male,13.103,58.209,2.075,6.354
81,Hesperia comma,Hampshire,UA,8,1972,male,13.639,61.629,2.335,6.031
106,Hesperia comma,Buckinghamshire,VC,8,1972,male,13.077,58.294,2.39,6.592
107,Hesperia comma,Buckinghamshire,VC,8,1972,male,12.79,60.035,2.649,6.254
98,Thymelicus sylvestris,Berkshire,VC,7,1972,male,12.735,56.299,1.802,7.459
100,Pyrgus malvae,Hampshire,UA,5,1973,NA,11.566,46.358,2.328,4.557
112,Pyrgus malvae,Gloucestershire,UA,6,1973,NA,10.53,41.264,1.872,5.298
114,Pyrgus malvae,Gloucestershire,UA,6,1973,NA,11.526,48.957,2.112,5.201
80,Thymelicus sylvestris,Hampshire,UA,8,1973,female,14.291,76.106,2.83,6.705
3,Erynnis tages,Oxfordshire,VC,6,1975,NA,11.656,51.377,2.023,4.486
7,Erynnis tages,Oxfordshire,VC,6,1975,NA,12.442,58.363,1.91,5.631
88,Hesperia comma,Surrey,VC,8,1975,female,14.463,67.805,3.259,6.16
83,Erynnis tages,Hampshire,UA,5,1976,NA,11.567,49.191,2.083,5.181
91,Erynnis tages,Buckinghamshire,VC,6,1976,NA,13.084,62.45,2.171,5.359
92,Erynnis tages,Buckinghamshire,VC,6,1976,NA,13.126,67.92,2.071,5.757
4,Pyrgus malvae,West Sussex,VC,NA,1976,NA,11.388,47.459,2.223,5.212
21,Pyrgus malvae,Hampshire,UA,5,1976,NA,11.864,52.662,2.113,5.175
86,Thymelicus sylvestris,Middlesex,VC,NA,1976,female,13.418,64.503,2.515,5.95
87,Thymelicus sylvestris,Middlesex,VC,NA,1976,male,11.93,51.021,1.886,6.56
90,Thymelicus sylvestris,Hampshire,UA,7,1976,male,12.832,59.258,1.865,6.836
90,Pyrgus malvae,Oxfordshire,VC,6,1977,NA,10.939,49.42,2.197,4.772
101,Hesperia comma,Hampshire,UA,8,1977,male,12.141,60.277,2.464,5.469
102,Hesperia comma,Hampshire,UA,8,1977,male,13.855,66.377,2.448,7.053
61,Thymelicus sylvestris,Oxfordshire,VC,8,1977,male,13.498,63.685,1.928,6.225
83,Thymelicus sylvestris,Wiltshire,UA,8,1978,female,13.355,63.175,2.787,6.957
84,Thymelicus sylvestris,Wiltshire,UA,8,1978,female,12.136,54.509,2.389,5.51
99,Thymelicus sylvestris,Middlesex,VC,7,1978,female,13.521,69.732,2.976,7.357
62,Erynnis tages,Hampshire,UA,6,1979,NA,12.27,59.305,2.048,5.768
15,Pyrgus malvae,Hampshire,UA,4,1979,NA,11.737,50.333,2.338,5.14
16,Pyrgus malvae,Surrey,VC,5,1979,NA,11.664,49.628,2.244,4.831
105,Thymelicus sylvestris,Dorset,VC,7,1979,female,12.938,56.692,1.733,7.329
74,Erynnis tages,Hampshire,UA,5,1981,NA,12.323,58.779,1.962,5.318
75,Erynnis tages,Hampshire,UA,5,1981,NA,13.014,63.342,1.979,5.146
76,Erynnis tages,Hampshire,UA,5,1981,NA,12.365,60.847,1.93,5.182
10,Pyrgus malvae,Oxfordshire,VC,5,1981,NA,10.262,42.438,2.115,5.065
11,Pyrgus malvae,Oxfordshire,VC,5,1981,NA,11.147,48.541,2.223,5.484
12,Pyrgus malvae,Oxfordshire,VC,4,1981,NA,10.959,48,2.624,4.683
20,Pyrgus malvae,Oxfordshire,VC,5,1981,NA,11.367,50.911,2.223,4.737
22,Pyrgus malvae,Oxfordshire,VC,4,1981,NA,10.842,45.746,2.242,4.283
29,Pyrgus malvae,Oxfordshire,VC,5,1981,NA,10.862,43.48,2.114,5.32
30,Pyrgus malvae,Oxfordshire,VC,5,1981,NA,11.034,48.679,2.387,4.919
31,Pyrgus malvae,Oxfordshire,VC,5,1981,NA,12.013,61.245,2.71,5.872
105,Hesperia comma,Buckinghamshire,VC,8,1981,female,14.528,78.868,3.227,6.891
110,Hesperia comma,Buckinghamshire,VC,8,1981,female,15.378,81.432,3.406,6.294
5,Pyrgus malvae,Wiltshire,UA,5,1984,NA,11.563,48.964,2.205,4.573
17,Pyrgus malvae,Somerset,UA,5,1984,NA,11.682,51.29,2.569,5.575
26,Pyrgus malvae,Wiltshire,UA,5,1984,NA,11.956,53.016,2.279,4.901
96,Pyrgus malvae,Wiltshire,UA,5,1984,NA,12.246,55.052,2.295,4.869
97,Pyrgus malvae,Wiltshire,UA,5,1984,NA,11.944,53.811,2.115,4.821
67,Hesperia comma,Kent,UA,8,1984,female,14.695,72.842,3.193,6.84
92,Hesperia comma,Surrey,VC,8,1984,male,14.309,68.048,2.499,5.835
78,Thymelicus sylvestris,Hampshire,UA,7,1984,female,14.225,71.803,2.724,6.12
91,Thymelicus sylvestris,Hampshire,UA,7,1984,female,14.591,73.452,2.745,7.312
72,Erynnis tages,Dorset,VC,6,1986,NA,12.509,58.901,2.154,4.923
89,Hesperia comma,Hampshire,UA,8,1986,male,12.673,55.608,2.206,5.221
92,Thymelicus sylvestris,Hampshire,UA,7,1986,female,13.72,65.047,2.619,5.762
96,Thymelicus sylvestris,Hampshire,UA,7,1986,male,12.852,62.125,1.97,6.475
86,Hesperia comma,Hampshire,UA,8,1987,female,13.332,67.216,3.308,6.986
90,Hesperia comma,Hampshire,UA,8,1987,male,12.294,57.518,2.253,4.7
70,Erynnis tages,Wiltshire,UA,5,1989,NA,13.008,60.509,2.238,4.648
2,Pyrgus malvae,Wiltshire,UA,6,1989,NA,11.128,46.69,2.078,5.393
82,Erynnis tages,Hampshire,UA,5,1990,NA,12.123,52.1,2.152,5.284
13,Pyrgus malvae,Wiltshire,UA,6,1990,NA,11.157,48.378,2.387,5.12
24,Pyrgus malvae,Wiltshire,UA,6,1990,NA,10.708,48.007,2.314,5.138
79,Thymelicus sylvestris,Kent,UA,8,1991,female,13.315,66.133,2.808,5.909
85,Erynnis tages,Wiltshire,UA,6,1992,NA,12.539,63.643,2.048,5.388
86,Erynnis tages,Wiltshire,UA,6,1992,NA,11.082,49.078,2.117,6.045
96,Hesperia comma,Surrey,VC,7,1994,female,13.239,60.563,2.999,6.032
14,Pyrgus malvae,Lincolnshire,UA,5,1997,NA,10.475,45.735,2.114,5.339
87,Hesperia comma,Surrey,VC,8,1997,female,14.49,72.603,3.112,6.078
93,Hesperia comma,Surrey,VC,8,1997,male,12.571,56.383,1.88,6.014
97,Hesperia comma,Surrey,VC,8,1997,male,13.107,60.718,2.465,6.484
77,Erynnis tages,Wiltshire,UA,6,1998,NA,11.426,49.678,2.065,5.715
106,Thymelicus sylvestris,Bedfordshire,VC,7,2000,male,12.814,55.203,1.793,6.275
8,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.607,50.783,2.442,5.668
33,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.455,49.219,2.313,5.145
39,Pyrgus malvae,East Sussex,VC,5,2002,NA,10.563,41.696,2.164,5.308
46,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.495,55.088,2.527,5.835
47,Pyrgus malvae,East Sussex,VC,5,2002,NA,11.024,49.19,2.218,4.89
89,Thymelicus sylvestris,Dorset,VC,7,2002,female,14.496,71.95,2.954,6.474
73,Erynnis tages,Dorset,VC,5,2003,NA,12.224,56.314,2.461,5.147
84,Erynnis tages,Dorset,VC,5,2003,NA,12.394,56.767,2.375,5.284
32,Pyrgus malvae,East Sussex,VC,5,2003,NA,11.557,51.833,1.982,5.291
12,Aricia agestis,Dorset,VC,8,1885,NA,11.067,45.742,1.032,4.405
35,Aricia agestis,Middlesex,VC,6,1885,NA,13.003,61.715,1.192,5.614
42,Aricia agestis,Middlesex,VC,6,1887,NA,13.565,69.868,1.666,5.377
43,Aricia agestis,Middlesex,VC,6,1887,NA,11.745,55.704,1.468,5.336
44,Aricia agestis,Hampshire,UA,6,1887,NA,13.38,62.859,1.309,5.317
3,Cupido minimus,Isle of Wight,VC,6,1887,male,12.033,54.489,1.215,5.183
9,Cupido minimus,Isle of Wight,VC,6,1887,male,13.074,62.301,1.386,4.215
71,Celastrina argiolus,Berkshire,VC,5,1888,male,13.85,74.289,1.113,5.715
1,Favonius quercus,Kent,UA,NA,1888,male,16.288,117.12,1.501,6.6
2,Favonius quercus,Kent,UA,NA,1888,male,16.918,126.891,1.752,6.305
3,Favonius quercus,Kent,UA,NA,1888,male,17.366,125.675,1.684,6.689
4,Favonius quercus,Kent,UA,NA,1888,female,16.802,118.286,2.798,5.664
5,Favonius quercus,Kent,UA,NA,1888,female,16.422,116.689,1.706,5.551
16,Favonius quercus,Hampshire,UA,8,1888,female,17.192,130.853,1.752,5.348
34,Aricia agestis,Middlesex,VC,6,1889,NA,13.017,65.644,1.805,4.82
17,Celastrina argiolus,Worcestershire,VC,5,1889,male,16.119,102.364,1.441,6.402
18,Celastrina argiolus,Kent,UA,5,1889,female,16.155,103.115,2.141,5.257
38,Cupido minimus,Devon,UA,5,1889,male,13.046,61.347,1.064,4.888
58,Lycaena phlaeas,Middlesex,VC,6,1889,NA,13.409,70.722,1.552,4.133
22,Polyommatus icarus,Berkshire,VC,6,1890,female,15.86,93.416,2.181,5.2
29,Polyommatus icarus,Berkshire,VC,6,1890,female,16.001,95.231,1.949,5.01
55,Favonius quercus,Gloucestershire,UA,NA,1890,female,14.753,93.887,1.707,5.551
92,Cupido minimus,Gloucestershire,UA,NA,1890,male,11.025,49.185,0.974,4.458
27,Polyommatus icarus,Oxfordshire,VC,8,1891,male,14.069,76.667,1.404,5.032
91,Cupido minimus,Gloucestershire,UA,NA,1891,male,10.398,40.37,0.826,3.897
47,Lycaena phlaeas,Middlesex,VC,8,1891,NA,15.108,90.749,2.242,4.758
6,Polyommatus icarus,Hampshire,UA,8,1892,female,12.081,60.053,1.467,4.253
34,Polyommatus icarus,Berkshire,VC,8,1892,female,14.252,75.131,1.676,4.945
35,Polyommatus icarus,Berkshire,VC,NA,1892,female,14.966,85.408,1.823,6.035
39,Polyommatus icarus,Berkshire,VC,8,1892,female,15.476,92.09,1.803,4.232
24,Favonius quercus,Hampshire,UA,NA,1892,female,16.193,105.865,1.866,5.3
38,Favonius quercus,Berkshire,VC,NA,1892,female,14.822,97.075,1.843,5.576
39,Favonius quercus,Berkshire,VC,NA,1892,male,15.85,104.493,1.638,6.052
44,Favonius quercus,Berkshire,VC,NA,1892,male,15.762,110.462,1.524,5.505
59,Favonius quercus,Northamptonshire,VC,7,1892,female,16.354,117.816,2.571,5.324
53,Cupido minimus,Surrey,VC,5,1892,male,10.143,40.042,1.04,3.848
58,Cupido minimus,Surrey,VC,6,1892,male,11.55,48.745,1.238,4.013
94,Cupido minimus,Kent,UA,NA,1892,male,12.256,55.768,1.123,4.739
104,Lycaena phlaeas,Berkshire,VC,NA,1893,NA,14.024,74.813,1.706,4.48
105,Lycaena phlaeas,Suffolk,UA,7,1893,NA,12.199,63.8,1.255,3.868
33,Polyommatus bellargus,Kent,UA,6,1894,male,16.798,106.293,1.736,6.448
39,Polyommatus bellargus,Surrey,VC,5,1894,female,15.516,97.044,2.029,5.703
41,Polyommatus bellargus,Kent,UA,6,1894,female,15.347,90.014,1.803,6.177
31,Polyommatus icarus,Berkshire,VC,8,1894,male,14.237,79.019,2.057,5.617
32,Polyommatus icarus,Berkshire,VC,8,1894,female,14.53,82.954,1.66,5.369
33,Polyommatus icarus,Berkshire,VC,8,1894,female,14.35,88.333,2.285,5.783
41,Lycaena phlaeas,Essex,UA,7,1894,NA,15.532,90.18,2.179,5.07
106,Lycaena phlaeas,Essex,UA,5,1894,NA,13.334,74.305,2.24,4.213
2,Polyommatus bellargus,Dorset,VC,8,1895,female,15.701,100.545,1.988,5.318
11,Polyommatus bellargus,Dorset,VC,8,1895,female,15.845,95.935,2.014,5.866
90,Cupido minimus,Gloucestershire,UA,6,1895,male,10.664,44.768,1.057,3.966
108,Lycaena phlaeas,Berkshire,VC,NA,1895,NA,12.915,62.472,1.707,4.131
10,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,15.069,85.301,1.839,5.816
12,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,15.608,101.626,1.74,5.275
18,Polyommatus bellargus,West Sussex,VC,8,1896,male,15.705,94.335,1.616,5.766
21,Polyommatus bellargus,West Sussex,VC,8,1896,female,14.376,81.297,1.765,5.693
22,Polyommatus bellargus,West Sussex,VC,8,1896,male,15.561,94.271,1.764,6.088
23,Polyommatus bellargus,West Sussex,VC,8,1896,male,12.983,65.77,1.735,5.048
25,Polyommatus bellargus,West Sussex,VC,8,1896,female,15.612,93.395,1.487,5.932
61,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,14.69,78.996,1.573,5.262
62,Polyommatus bellargus,Gloucestershire,UA,6,1896,male,14.503,89.335,1.753,5.638
5,Aricia agestis,West Sussex,VC,NA,1896,NA,12.076,52.843,1.17,5.178
1,Polyommatus icarus,Hampshire,UA,8,1896,male,12.614,63.38,1.312,5.478
2,Polyommatus icarus,Hampshire,UA,8,1896,male,14.167,86.163,1.467,5.995
4,Polyommatus icarus,Hampshire,UA,8,1896,female,13.713,69.374,1.503,4.625
5,Polyommatus icarus,Hampshire,UA,8,1896,female,13.015,69.615,1.341,4.365
9,Polyommatus icarus,Hampshire,UA,8,1896,male,15.371,95.455,1.531,5.155
10,Polyommatus icarus,Hampshire,UA,8,1896,female,14.445,80.031,1.53,5.327
12,Polyommatus icarus,Hampshire,UA,8,1896,female,13.437,72.743,1.572,5.535
20,Polyommatus icarus,Oxfordshire,VC,8,1896,male,13.563,70.098,1.321,5.081
21,Polyommatus icarus,Oxfordshire,VC,8,1896,female,14.563,79.764,1.404,4.484
28,Polyommatus icarus,Oxfordshire,VC,8,1896,female,14.604,80.317,1.993,4.966
38,Polyommatus icarus,Berkshire,VC,8,1896,male,15.383,87.036,1.595,6.795
1,Celastrina argiolus,Kent,UA,NA,1896,male,14.601,88.637,1.442,5.702
2,Celastrina argiolus,Kent,UA,NA,1896,male,13.727,69.917,1.06,4.792
8,Celastrina argiolus,Kent,UA,NA,1896,male,15.973,102.556,1.209,5.959
94,Celastrina argiolus,Devon,UA,7,1896,male,15.942,101.393,1.345,6.31
95,Celastrina argiolus,Devon,UA,7,1896,female,15.631,95.206,1.423,5.25
6,Favonius quercus,Devon,UA,7,1896,male,17.503,130.817,1.889,6.757
99,Cupido minimus,Gloucestershire,UA,6,1896,male,9.868,34.874,0.859,3.898
17,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.981,89.64,1.866,5.692
18,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.226,82.83,1.657,5.427
19,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.579,78.58,1.867,5.323
25,Polyommatus icarus,Oxfordshire,VC,8,1897,male,14.47,82.58,1.551,4.925
26,Polyommatus icarus,Oxfordshire,VC,8,1897,female,13.756,79.144,1.676,4.864
7,Favonius quercus,Oxfordshire,VC,7,1897,female,15.702,104.059,1.956,4.8
14,Favonius quercus,Oxfordshire,VC,7,1897,female,16.445,115.157,2.138,6.096
29,Favonius quercus,Oxfordshire,VC,7,1897,female,16.73,120.24,2.275,6.257
69,Cupido minimus,Gloucestershire,UA,6,1897,female,10.321,39.152,0.925,3.864
95,Cupido minimus,Kent,UA,6,1897,female,11.101,46.852,1.205,4.136
96,Cupido minimus,Kent,UA,6,1897,female,11.159,46.698,1.238,4.162
1,Polyommatus bellargus,Gloucestershire,UA,6,1898,male,16.795,107.074,2.063,5.342
13,Polyommatus bellargus,Gloucestershire,UA,6,1898,female,15.652,94.404,2.311,5.021
3,Aricia agestis,Gloucestershire,UA,6,1898,NA,12.776,60.659,1.646,4.524
4,Aricia agestis,Kent,UA,8,1898,NA,12.196,59.219,1.171,5.416
7,Aricia agestis,Gloucestershire,UA,6,1898,NA,13.572,66.56,1.409,5.079
8,Aricia agestis,Kent,UA,8,1898,NA,12.537,56.001,1.172,5.103
11,Aricia agestis,Gloucestershire,UA,6,1898,NA,13.115,66.579,1.805,5.059
13,Aricia agestis,Kent,UA,8,1898,NA,11.221,51.269,1.408,4.086
10,Favonius quercus,Hampshire,UA,NA,1898,female,16.144,110.113,2.302,6.259
11,Favonius quercus,Hampshire,UA,NA,1898,male,15.747,105.387,1.992,5.281
17,Favonius quercus,Hampshire,UA,NA,1898,male,16.872,126.872,1.797,5.191
63,Cupido minimus,East Gloucestershire,VC,6,1898,male,10.983,45.051,1.007,4.425
68,Cupido minimus,Gloucestershire,UA,6,1898,male,10.842,44.516,1.04,4.227
13,Lycaena phlaeas,Kent,UA,8,1898,NA,13.762,78.402,1.824,4.633
38,Polyommatus bellargus,Surrey,VC,8,1899,female,14.811,87.225,1.645,5.882
2,Aricia agestis,Oxfordshire,VC,6,1899,NA,12.03,50.744,1.21,4.701
97,Celastrina argiolus,Dorset,VC,7,1899,male,14.838,89.8,1.293,4.991
98,Celastrina argiolus,Dorset,VC,7,1899,female,14.538,85.661,1.656,4.914
12,Favonius quercus,Oxfordshire,VC,NA,1899,male,17.844,137.173,2.026,6.392
23,Favonius quercus,Oxfordshire,VC,7,1899,male,16.929,127.682,1.729,5.871
64,Cupido minimus,Dorset,VC,6,1899,male,11.167,49.543,1.206,4.921
65,Cupido minimus,Dorset,VC,8,1899,male,10.842,44.475,1.057,4.392
35,Lycaena phlaeas,Middlesex,VC,NA,1899,NA,14.273,86.221,1.74,4.19
36,Lycaena phlaeas,Middlesex,VC,NA,1899,NA,14.056,81.86,1.823,4.527
37,Lycaena phlaeas,Middlesex,VC,6,1899,NA,14.777,93.962,2.221,4.002
5,Polyommatus bellargus,Buckinghamshire,VC,6,1900,male,14.826,81.003,1.441,6.116
15,Polyommatus bellargus,Buckinghamshire,VC,6,1900,male,14.924,92.162,1.591,5.668
45,Polyommatus bellargus,Buckinghamshire,VC,6,1900,male,16.232,100.21,1.814,6.065
29,Aricia agestis,Buckinghamshire,VC,8,1900,NA,11.07,45.729,1.133,4.821
31,Aricia agestis,Buckinghamshire,VC,6,1900,NA,13.187,64.93,1.293,5.616
3,Celastrina argiolus,Surrey,VC,4,1900,male,15.655,93.106,1.379,5.066
64,Celastrina argiolus,Oxfordshire,VC,8,1900,male,15.111,94.132,1.448,6.155
66,Celastrina argiolus,Oxfordshire,VC,5,1900,female,14.254,81.184,1.604,5.535
8,Favonius quercus,Oxfordshire,VC,7,1900,male,16.715,126.111,1.798,6.21
15,Favonius quercus,Oxfordshire,VC,7,1900,female,14.854,97.845,2.252,5.073
33,Favonius quercus,Oxfordshire,VC,7,1900,male,16.827,121.582,1.843,5.985
34,Favonius quercus,Oxfordshire,VC,7,1900,male,17.103,130.268,1.684,6.051
35,Favonius quercus,Oxfordshire,VC,7,1900,male,16.942,120.734,1.934,6.238
42,Favonius quercus,Oxfordshire,VC,7,1900,male,16.949,124.558,2.002,6.055
98,Cupido minimus,Kent,UA,7,1900,male,11.719,50.203,1.009,3.997
44,Lycaena phlaeas,Buckinghamshire,VC,8,1900,NA,14.667,90.103,2.096,4.672
23,Polyommatus icarus,Oxfordshire,VC,6,1901,male,15.266,86.394,2.012,5.348
65,Celastrina argiolus,Oxfordshire,VC,5,1901,female,14.35,81.467,1.474,5.586
72,Celastrina argiolus,Surrey,VC,8,1901,male,16.053,99.58,1.217,4.939
73,Celastrina argiolus,Surrey,VC,8,1901,female,15.221,92.443,1.397,5.822
9,Favonius quercus,Oxfordshire,VC,7,1901,male,17.76,127.662,1.956,6.233
54,Favonius quercus,Suffolk,UA,8,1901,female,15.826,103.793,1.777,3.961
99,Lycaena phlaeas,Glamorganshire,VC,7,1901,NA,14.309,86.072,1.932,4.336
51,Aricia agestis,Devon,UA,7,1902,NA,12.414,57.109,1.376,5.816
57,Aricia agestis,Devon,UA,7,1902,NA,11.911,51.957,1.415,4.621
27,Celastrina argiolus,Devon,UA,7,1902,female,16.148,107.722,1.823,6.444
80,Celastrina argiolus,Hertfordshire,VC,5,1902,male,13.995,77.096,1.32,5.819
56,Favonius quercus,Cumberland,VC,8,1903,male,14.195,85.497,1.729,4.277
18,Cupido minimus,Buckinghamshire,VC,6,1903,female,11.508,47.958,1.139,3.686
97,Cupido minimus,Kent,UA,6,1903,female,10.959,45.701,1.024,3.782
7,Lycaena phlaeas,Devon,UA,8,1903,NA,15.666,99.077,2.056,4.233
14,Lycaena phlaeas,Devon,UA,8,1903,NA,13.357,67.603,1.721,3.816
55,Polyommatus bellargus,Kent,UA,8,1904,male,16.201,100.049,1.491,6.263
44,Polyommatus icarus,Surrey,VC,7,1904,female,14.118,75.154,1.509,5.092
77,Polyommatus icarus,Cornwall,UA,6,1904,male,14.156,73.593,1.603,5.426
78,Polyommatus icarus,Cornwall,UA,6,1904,female,14.539,79.474,1.85,5.201
19,Polyommatus bellargus,Surrey,VC,6,1905,male,16.134,100.346,1.791,4.498
20,Polyommatus bellargus,Surrey,VC,6,1905,male,16.113,104.693,1.516,5.094
24,Polyommatus bellargus,Surrey,VC,6,1905,male,16.285,99.504,1.717,4.327
57,Favonius quercus,Cumberland,VC,7,1905,female,15.972,109.064,2.116,4.96
45,Cupido minimus,Surrey,VC,6,1905,female,10.71,40.291,1.159,3.21
15,Lycaena phlaeas,Suffolk,UA,5,1905,NA,13.426,65.516,1.425,4.464
29,Polyommatus bellargus,Surrey,VC,5,1906,female,14.343,76.733,1.938,5.594
30,Polyommatus bellargus,Surrey,VC,5,1906,female,15.885,95.089,2.209,5.837
66,Polyommatus bellargus,Surrey,VC,5,1906,female,13.487,68.393,1.893,5.577
67,Polyommatus bellargus,Surrey,VC,5,1906,female,14.259,80.246,2.171,5.855
21,Aricia agestis,Buckinghamshire,VC,8,1906,NA,13.57,68.682,1.291,5.339
22,Aricia agestis,Buckinghamshire,VC,8,1906,NA,13.421,70.656,1.548,4.881
23,Aricia agestis,Kent,UA,6,1906,NA,13.319,59.924,1.389,5.673
29,Cupido minimus,Buckinghamshire,VC,6,1906,male,11.545,48.832,0.97,4.596
52,Cupido minimus,Buckinghamshire,VC,6,1906,male,11.151,42.346,1.007,4.14
32,Lycaena phlaeas,Buckinghamshire,VC,8,1906,NA,14.557,84.365,1.613,5.154
56,Polyommatus bellargus,Dorset,VC,NA,1907,male,16.493,106.073,1.938,6.982
76,Celastrina argiolus,Surrey,VC,7,1907,male,15.839,102.538,2.172,4.164
50,Favonius quercus,Surrey,VC,7,1907,male,17.005,127.682,1.852,5.391
71,Cupido minimus,Surrey,VC,6,1907,male,11.203,49.32,1.057,4.425
73,Cupido minimus,Surrey,VC,6,1907,male,10.663,43.871,1.106,4.08
31,Lycaena phlaeas,Buckinghamshire,VC,9,1907,NA,13.709,72.649,1.383,4.296
40,Lycaena phlaeas,Buckinghamshire,VC,9,1907,NA,13.471,70.523,1.697,3.605
62,Cupido minimus,Gloucestershire,UA,6,1908,female,10.925,46.781,1.123,4.161
100,Lycaena phlaeas,Dumfriesshire,VC,8,1908,NA,13.289,64.914,1.397,5.24
101,Lycaena phlaeas,Dumfriesshire,VC,8,1908,NA,14.269,76.865,1.726,4.541
20,Aricia agestis,Buckinghamshire,VC,8,1909,NA,12.864,59.062,1.31,4.047
30,Aricia agestis,Buckinghamshire,VC,8,1909,NA,12.86,61.762,1.349,4.425
41,Aricia agestis,Buckinghamshire,VC,8,1909,NA,13.801,69.852,1.409,5.044
45,Favonius quercus,Surrey,VC,7,1909,male,17.378,123.625,2.07,5.301
46,Favonius quercus,Surrey,VC,7,1909,female,15.5,95.576,2.071,5.505
47,Favonius quercus,Surrey,VC,7,1909,female,16.461,109.467,2.208,5.555
51,Favonius quercus,Surrey,VC,7,1909,male,15.782,104.508,1.865,5.595
70,Cupido minimus,Surrey,VC,6,1909,male,11.461,47.329,1.04,4.641
39,Aricia agestis,Buckinghamshire,VC,6,1910,NA,12.476,55.023,1.311,5.404
53,Celastrina argiolus,Devon,UA,NA,1910,male,15.519,99.552,1.401,6.552
78,Celastrina argiolus,Surrey,VC,8,1910,female,15.566,101.729,1.81,5.353
19,Cupido minimus,Buckinghamshire,VC,6,1910,female,12.064,57.396,1.196,4.652
66,Cupido minimus,Hampshire,UA,5,1910,female,10.219,40.476,1.222,3.913
67,Cupido minimus,Hampshire,UA,5,1910,male,10.777,46.388,0.925,4.427
9,Polyommatus bellargus,Dorset,VC,8,1911,female,14.269,77.684,1.693,4.87
45,Aricia agestis,Berkshire,VC,6,1911,NA,13.003,63.258,1.37,5.673
51,Polyommatus icarus,Surrey,VC,8,1911,male,10.701,44.135,1.027,4.149
74,Celastrina argiolus,Surrey,VC,4,1911,male,14.583,89.378,1.5,4.836
75,Celastrina argiolus,Surrey,VC,5,1911,female,13.186,68.963,1.501,4.681
48,Favonius quercus,Surrey,VC,7,1911,female,15.953,106.614,2.594,4.686
49,Favonius quercus,Surrey,VC,7,1911,male,18.179,140.721,2.049,5.551
52,Favonius quercus,Surrey,VC,7,1911,male,17.248,132.208,2.343,5.486
53,Favonius quercus,Surrey,VC,7,1911,female,15.265,101.915,2.32,4.372
74,Cupido minimus,Surrey,VC,7,1911,male,10.02,38.175,0.892,3.715
102,Lycaena phlaeas,Fife,UA,8,1911,NA,13.958,78.302,1.85,5.078
43,Polyommatus icarus,Surrey,VC,8,1912,male,14.925,91.999,1.74,6.372
45,Polyommatus icarus,Surrey,VC,8,1912,male,14.486,84.142,1.803,5.138
46,Polyommatus icarus,Surrey,VC,8,1912,female,14.361,83.525,1.784,4.486
47,Polyommatus icarus,Surrey,VC,8,1912,female,13.846,79.333,1.53,4.485
48,Polyommatus icarus,Surrey,VC,8,1912,male,14.481,81.857,1.352,5.197
6,Celastrina argiolus,Buckinghamshire,VC,5,1912,female,14.903,90.976,1.23,4.283
7,Celastrina argiolus,Buckinghamshire,VC,5,1912,female,13.873,75.955,1.276,4.473
69,Celastrina argiolus,Oxfordshire,VC,4,1912,male,14.672,82.317,1.501,5.172
18,Favonius quercus,Hampshire,UA,7,1912,female,15.833,107.501,1.684,4.599
21,Favonius quercus,Hampshire,UA,7,1912,male,15.892,107.32,1.866,5.255
